Time (microseconds),Ia,Controller.Vd_Ref,Controller.Vq_Ref,Controller.Id_Ref,Controller.Iq_Ref,Controller.Id,Controller.Iq
0.00,-1.94770753383636,0.0479451157152653,-0.0328336730599403,1,-0.699999988079071,0.226559072732925,-0.171515434980392
208125.00,-2.07137441635132,0.0600455366075039,-0.0390825532376766,1,-0.699999988079071,0.173010244965553,-0.172157764434814
416250.00,1.23583996295929,0.0654751285910606,-0.0466762520372868,1,-0.699999988079071,0.225729778409004,-0.147778257727623
624375.00,2.71549987792969,0.065990038216114,-0.0554752759635448,1,-0.699999988079071,0.35288205742836,-0.0995218455791473
832500.00,-0.189219042658806,0.0755179971456528,-0.0551574416458607,1,-0.699999988079071,0.32389572262764,-0.199447318911552
1040625.00,-2.81096601486206,0.085472509264946,-0.055363517254591,1,-0.699999988079071,0.284198552370071,-0.286001145839691
1248750.00,-0.76986163854599,0.0894777625799179,-0.0632362142205238,1,-0.699999988079071,0.339829862117767,-0.241638988256454
1456875.00,2.42960453033447,0.0940765365958214,-0.0698573738336563,1,-0.699999988079071,0.381092041730881,-0.21541465818882
1665000.00,1.72371745109558,0.0972638428211212,-0.0723157897591591,1,-0.699999988079071,0.440479785203934,-0.256651252508163
1873125.00,-1.83825695514679,0.103068768978119,-0.0759748220443726,1,-0.699999988079071,0.450546771287918,-0.273170799016953
2081250.00,-2.29825162887573,0.110565751791,-0.0771749913692474,1,-0.699999988079071,0.430037975311279,-0.32884082198143
2289375.00,1.01036047935486,0.115430518984795,-0.0831014066934586,1,-0.699999988079071,0.449226677417755,-0.302844107151031
2497500.00,2.74561619758606,0.116879649460316,-0.0888644009828568,1,-0.699999988079071,0.521432936191559,-0.277256816625595
2705625.00,0.0576633810997009,0.121549397706985,-0.0906888470053673,1,-0.699999988079071,0.537101447582245,-0.316033929586411
2913750.00,-2.68070960044861,0.127529174089432,-0.0904077664017677,1,-0.699999988079071,0.525961875915527,-0.386279582977295
3121875.00,-0.981614470481873,0.133796870708466,-0.0957989692687988,1,-0.699999988079071,0.507108330726624,-0.360148131847382
3330000.00,2.28323268890381,0.135189056396484,-0.10114598274231,1,-0.699999988079071,0.565958559513092,-0.332339137792587
3538125.00,1.93938195705414,0.134433746337891,-0.101466901600361,1,-0.699999988079071,0.657035529613495,-0.386669665575027
3746250.00,-1.63037323951721,0.140180140733719,-0.10349078476429,1,-0.699999988079071,0.63606595993042,-0.410682559013367
3954375.00,-2.40743255615234,0.151285871863365,-0.103269092738628,1,-0.699999988079071,0.524979710578918,-0.467580020427704
4162500.00,0.730209112167358,0.150221362709999,-0.110426507890224,1,-0.699999988079071,0.613908112049103,-0.400110155344009
4370625.00,2.78586912155151,0.147492825984955,-0.114056244492531,1,-0.699999988079071,0.726171910762787,-0.391600519418716
4578750.00,0.282209157943726,0.153503492474556,-0.112023130059242,1,-0.699999988079071,0.689064681529999,-0.477035045623779
4786875.00,-2.63126587867737,0.15994656085968,-0.11569656431675,1,-0.699999988079071,0.644079387187958,-0.462783098220825
4995000.00,-1.26080334186554,0.163898825645447,-0.119381591677666,1,-0.699999988079071,0.638697624206543,-0.447936058044434
5203125.00,2.15376448631287,0.165444314479828,-0.122079931199551,1,-0.699999988079071,0.670617520809174,-0.450742840766907
5411250.00,2.06311273574829,0.164832234382629,-0.124907217919827,1,-0.699999988079071,0.737276077270508,-0.447993248701096
5619375.00,-1.45767533779144,0.165910229086876,-0.123111829161644,1,-0.699999988079071,0.771120190620422,-0.520809829235077
5827500.00,-2.39393901824951,0.175575405359268,-0.124574571847916,1,-0.699999988079071,0.661905288696289,-0.536601662635803
6035625.00,0.503088891506195,0.175319612026215,-0.130424246191978,1,-0.699999988079071,0.71588534116745,-0.479894548654556
6243750.00,2.78943991661072,0.175666332244873,-0.13333623111248,1,-0.699999988079071,0.758132517337799,-0.470215380191803
6451875.00,0.570037543773651,0.17684431374073,-0.133715122938156,1,-0.699999988079071,0.784261226654053,-0.500450313091278
6660000.00,-2.45964097976685,0.181839287281036,-0.132546380162239,1,-0.699999988079071,0.744486927986145,-0.555419385433197
6868125.00,-1.42729020118713,0.185316026210785,-0.135512307286263,1,-0.699999988079071,0.729757189750671,-0.539499580860138
7076250.00,2.00371932983398,0.187999099493027,-0.139802575111389,1,-0.699999988079071,0.726196229457855,-0.500849902629852
7284375.00,2.11683702468872,0.183862015604973,-0.14257188141346,1,-0.699999988079071,0.832746922969818,-0.488603442907333
