Time (microseconds),Controller.Vd_Ref,Controller.Vq_Ref,Controller.Id_Ref,Controller.Iq_Ref,Controller.Id,Controller.Iq
5203125.00,0.198673963546753,-0.193363443017006,0.5,-0.5,0.619432628154755,-0.396010607481003
5411250.00,0.199673786759377,-0.192141145467758,0.5,-0.5,0.447794198989868,-0.57433420419693
5619375.00,0.199662104249001,-0.191876918077469,0.5,-0.5,0.438886702060699,-0.590686321258545
5827500.00,0.199651658535004,-0.191504865884781,0.5,-0.5,0.431799173355103,-0.622344613075256
6035625.00,0.199717223644257,-0.191318869590759,0.5,-0.5,0.412128657102585,-0.623163998126984
6243750.00,0.199822917580605,-0.191003575921059,0.5,-0.5,0.391401648521423,-0.648896336555481
6451875.00,0.199692383408546,-0.190700754523277,0.5,-0.5,0.40620231628418,-0.675284087657928
6660000.00,0.199568212032318,-0.19062140583992,0.5,-0.5,0.421804964542389,-0.658717453479767
6868125.00,0.199317261576653,-0.190421000123024,0.5,-0.5,0.461238741874695,-0.66833108663559
7076250.00,0.198581367731094,-0.191049247980118,0.5,-0.5,0.578909635543823,-0.536782085895538
7284375.00,0.198189422488213,-0.190911695361137,0.5,-0.5,0.639035940170288,-0.532647848129272
7492500.00,0.197906494140625,-0.191298887133598,0.5,-0.5,0.684755623340607,-0.436277449131012
7700625.00,0.198187202215195,-0.191658854484558,0.5,-0.5,0.641975045204163,-0.342228412628174
7908750.00,0.198911428451538,-0.190385460853577,0.5,-0.5,0.519080519676209,-0.522350549697876
8116875.00,0.198963314294815,-0.190132156014442,0.5,-0.5,0.508146584033966,-0.538135588169098
8325000.00,0.198896437883377,-0.18982107937336,0.5,-0.5,0.513722121715546,-0.562708377838135
8533125.00,0.199097841978073,-0.189448490738869,0.5,-0.5,0.479643166065216,-0.595833241939545
8741250.00,0.199319541454315,-0.189348176121712,0.5,-0.5,0.444781601428986,-0.582699239253998
8949375.00,0.199264511466026,-0.188840791583061,0.5,-0.5,0.450893998146057,-0.638107657432556
9157500.00,0.199264898896217,-0.188905254006386,0.5,-0.5,0.44952529668808,-0.600476205348969
9365625.00,0.199150159955025,-0.188663467764854,0.5,-0.5,0.46563857793808,-0.613930702209473
9573750.00,0.198939323425293,-0.188885152339935,0.5,-0.5,0.501607239246368,-0.556567311286926
9781875.00,0.198922678828239,-0.188340589404106,0.5,-0.5,0.512241005897522,-0.618294656276703
9990000.00,0.198574304580688,-0.188547357916832,0.5,-0.5,0.57735800743103,-0.5521080493927
10198125.00,0.198459923267365,-0.188828453421593,0.5,-0.5,0.599864959716797,-0.473307013511658
10406250.00,0.199401825666428,-0.188022121787071,0.5,-0.5,0.443877577781677,-0.572340130805969
10614375.00,0.199713408946991,-0.18761433660984,0.5,-0.5,0.39604240655899,-0.608591079711914
10822500.00,0.199831128120422,-0.187064275145531,0.5,-0.5,0.378136187791824,-0.66465151309967
11030625.00,0.199958831071854,-0.187235742807388,0.5,-0.5,0.361902743577957,-0.600290238857269
11238750.00,0.199981927871704,-0.186658456921577,0.5,-0.5,0.378781944513321,-0.655568063259125
11446875.00,0.200127586722374,-0.186439096927643,0.5,-0.5,0.343843340873718,-0.667124152183533
11655000.00,0.199907571077347,-0.18618206679821,0.5,-0.5,0.385135889053345,-0.683470010757446
11863125.00,0.199140548706055,-0.186894536018372,0.5,-0.5,0.521217882633209,-0.534987151622772
12071250.00,0.198961421847343,-0.186760753393173,0.5,-0.5,0.554289817810059,-0.53092086315155
12279375.00,0.198823526501656,-0.186522573232651,0.5,-0.5,0.585923373699188,-0.539726257324219
12487500.00,0.198816582560539,-0.186725363135338,0.5,-0.5,0.596729636192322,-0.472297787666321
12695625.00,0.198427274823189,-0.187080964446068,0.5,-0.5,0.6674485206604,-0.364060997962952
12903750.00,0.199200496077538,-0.186048865318298,0.5,-0.5,0.54487532377243,-0.517277359962463
13111875.00,0.199286356568336,-0.186193808913231,0.5,-0.5,0.520633518695831,-0.474804669618607
13320000.00,0.199141174554825,-0.185798317193985,0.5,-0.5,0.524499833583832,-0.532530069351196
13528125.00,0.198890745639801,-0.185731530189514,0.5,-0.5,0.546129286289215,-0.536934792995453
13736250.00,0.198558747768402,-0.185631677508354,0.5,-0.5,0.580399215221405,-0.54543399810791
13944375.00,0.19887700676918,-0.185491442680359,0.5,-0.5,0.503936052322388,-0.560350954532623
14152500.00,0.198838889598846,-0.185463234782219,0.5,-0.5,0.494973450899124,-0.557763993740082
14360625.00,0.198427572846413,-0.185269132256508,0.5,-0.5,0.542299270629883,-0.583004176616669
14568750.00,0.198301941156387,-0.185278430581093,0.5,-0.5,0.540673136711121,-0.567985057830811
14776875.00,0.198244541883469,-0.185089647769928,0.5,-0.5,0.530969738960266,-0.588929116725922
14985000.00,0.197789415717125,-0.185355290770531,0.5,-0.5,0.589149117469788,-0.531062960624695
15193125.00,0.197244495153427,-0.185800492763519,0.5,-0.5,0.663158059120178,-0.445342212915421
15401250.00,0.197226122021675,-0.18600931763649,0.5,-0.5,0.649506211280823,-0.397877871990204
15609375.00,0.198188126087189,-0.185014769434929,0.5,-0.5,0.467373967170715,-0.550153970718384
15817500.00,0.19820411503315,-0.184956207871437,0.5,-0.5,0.447041422128677,-0.55019199848175
16025625.00,0.198147028684616,-0.184819146990776,0.5,-0.5,0.442068219184875,-0.565789997577667
16233750.00,0.198227182030678,-0.184562206268311,0.5,-0.5,0.415237993001938,-0.597030520439148
16441875.00,0.198045209050179,-0.184404164552689,0.5,-0.5,0.426931142807007,-0.611850023269653
16650000.00,0.196898594498634,-0.184927001595497,0.5,-0.5,0.599118411540985,-0.516342580318451
16858125.00,0.196912854909897,-0.184931680560112,0.5,-0.5,0.578377664089203,-0.508752048015594
17066250.00,0.196671262383461,-0.184749394655228,0.5,-0.5,0.604754388332367,-0.531580209732056
17274375.00,0.196587488055229,-0.185025706887245,0.5,-0.5,0.604953944683075,-0.47347816824913
17482500.00,0.196212857961655,-0.184848710894585,0.5,-0.5,0.649790406227112,-0.491155803203583
17690625.00,0.196110844612122,-0.185407891869545,0.5,-0.5,0.650652527809143,-0.384329110383987
17898750.00,0.195938721299171,-0.185574427247047,0.5,-0.5,0.669175624847412,-0.34016340970993
18106875.00,0.196742296218872,-0.1846082508564,0.5,-0.5,0.523027956485748,-0.485784888267517
18315000.00,0.196764662861824,-0.184312805533409,0.5,-0.5,0.503331243991852,-0.523569881916046
18523125.00,0.19668972492218,-0.184144228696823,0.5,-0.5,0.503708302974701,-0.539413154125214
18731250.00,0.196652621030807,-0.184170782566071,0.5,-0.5,0.496643006801605,-0.519939839839935
18939375.00,0.196730941534042,-0.18373142182827,0.5,-0.5,0.472469329833984,-0.575940012931824
19147500.00,0.1965072453022,-0.183532029390335,0.5,-0.5,0.496709257364273,-0.591046810150146
19355625.00,0.196500703692436,-0.183474525809288,0.5,-0.5,0.486404120922089,-0.589619576931
19563750.00,0.19635009765625,-0.183349549770355,0.5,-0.5,0.496150404214859,-0.596971452236176
19771875.00,0.196063682436943,-0.183359444141388,0.5,-0.5,0.530432343482971,-0.585051596164703
19980000.00,0.196070581674576,-0.18333138525486,0.5,-0.5,0.517773389816284,-0.573846697807312
20188125.00,0.195526599884033,-0.183532610535622,0.5,-0.5,0.600505113601685,-0.525726914405823
20396250.00,0.195158421993256,-0.183878853917122,0.5,-0.5,0.66280061006546,-0.439407467842102
20604375.00,0.196264013648033,-0.183112010359764,0.5,-0.5,0.457522243261337,-0.560425698757172
20812500.00,0.196153804659843,-0.183062672615051,0.5,-0.5,0.463908851146698,-0.553085327148438
21020625.00,0.196421712636948,-0.182749733328819,0.5,-0.5,0.403953194618225,-0.588161468505859
21228750.00,0.196336522698402,-0.182616680860519,0.5,-0.5,0.411568313837051,-0.593743145465851
21436875.00,0.195592746138573,-0.182994708418846,0.5,-0.5,0.525262892246246,-0.515189290046692
21645000.00,0.195531383156776,-0.182789385318756,0.5,-0.5,0.527157843112946,-0.536145448684692
21853125.00,0.195356667041779,-0.182521402835846,0.5,-0.5,0.550628066062927,-0.560933232307434
22061250.00,0.195307850837708,-0.182530865073204,0.5,-0.5,0.549620747566223,-0.541837573051453
22269375.00,0.195170730352402,-0.182735800743103,0.5,-0.5,0.563317477703094,-0.491102367639542
22477500.00,0.19504426419735,-0.182331040501595,0.5,-0.5,0.576872229576111,-0.543148994445801
22685625.00,0.194814667105675,-0.182619750499725,0.5,-0.5,0.610623002052307,-0.480599641799927
22893750.00,0.194462090730667,-0.183051273226738,0.5,-0.5,0.669070422649384,-0.390085220336914
23101875.00,0.195275768637657,-0.182206809520721,0.5,-0.5,0.528895437717438,-0.508141815662384
23310000.00,0.195690482854843,-0.181971624493599,0.5,-0.5,0.455788463354111,-0.534372925758362
23518125.00,0.195632621645927,-0.181749939918518,0.5,-0.5,0.457486003637314,-0.551934897899628
23726250.00,0.19570979475975,-0.181718572974205,0.5,-0.5,0.438001960515976,-0.535582900047302
23934375.00,0.195688039064407,-0.181568816304207,0.5,-0.5,0.438412010669708,-0.544642329216003
24142500.00,0.195536971092224,-0.181116357445717,0.5,-0.5,0.461163938045502,-0.603736162185669
24350625.00,0.195478141307831,-0.180958598852158,0.5,-0.5,0.466237992048264,-0.61382269859314
24558750.00,0.195396780967712,-0.181090921163559,0.5,-0.5,0.473157942295074,-0.576223492622375
24766875.00,0.195406809449196,-0.180946215987206,0.5,-0.5,0.470810055732727,-0.585626304149628
24975000.00,0.195269212126732,-0.180981308221817,0.5,-0.5,0.487262845039368,-0.562449514865875
25183125.00,0.195093527436256,-0.180873677134514,0.5,-0.5,0.512348175048828,-0.5629763007164
25391250.00,0.194770306348801,-0.181169703602791,0.5,-0.5,0.568676948547363,-0.493123710155487
25599375.00,0.194636225700378,-0.181418806314468,0.5,-0.5,0.58711302280426,-0.42962634563446
25807500.00,0.195632874965668,-0.180629253387451,0.5,-0.5,0.419384121894836,-0.54303640127182
26015625.00,0.195818915963173,-0.180243462324142,0.5,-0.5,0.388392269611359,-0.592979848384857
26223750.00,0.195067778229713,-0.180720835924149,0.5,-0.5,0.517658650875092,-0.497632294893265
26431875.00,0.1949542760849,-0.180481448769569,0.5,-0.5,0.534245073795319,-0.519459903240204
26640000.00,0.19532136619091,-0.180378749966621,0.5,-0.5,0.475519716739655,-0.520095705986023
26848125.00,0.195090293884277,-0.180098995566368,0.5,-0.5,0.513544797897339,-0.548032879829407
27056250.00,0.19499135017395,-0.179886266589165,0.5,-0.5,0.530300855636597,-0.569207966327667
27264375.00,0.194922968745232,-0.179740145802498,0.5,-0.5,0.541871607303619,-0.573399364948273
27472500.00,0.195130750536919,-0.179878622293472,0.5,-0.5,0.510924696922302,-0.531652569770813
27680625.00,0.194777131080627,-0.179657533764839,0.5,-0.5,0.569366812705994,-0.551163971424103
27888750.00,0.194222196936607,-0.180254578590393,0.5,-0.5,0.666093170642853,-0.430489331483841
28096875.00,0.194394782185555,-0.180663108825684,0.5,-0.5,0.652923345565796,-0.34037047624588
28305000.00,0.195343822240829,-0.179359614849091,0.5,-0.5,0.484819859266281,-0.534086406230927
28513125.00,0.195591241121292,-0.179110035300255,0.5,-0.5,0.44787073135376,-0.551625549793243
28721250.00,0.195861980319023,-0.178887456655502,0.5,-0.5,0.408637940883636,-0.570207118988037
28929375.00,0.195919752120972,-0.178556904196739,0.5,-0.5,0.405123442411423,-0.599969029426575
29137500.00,0.195918560028076,-0.178402408957481,0.5,-0.5,0.409768223762512,-0.603588402271271
29345625.00,0.195770189166069,-0.178238108754158,0.5,-0.5,0.439116477966309,-0.613403081893921
29553750.00,0.195977285504341,-0.178050398826599,0.5,-0.5,0.423612266778946,-0.613838851451874
29761875.00,0.19571940600872,-0.177943035960197,0.5,-0.5,0.456592231988907,-0.623850762844086
29970000.00,0.195810794830322,-0.177810922265053,0.5,-0.5,0.447704970836639,-0.623288333415985
30178125.00,0.19589164853096,-0.177780389785767,0.5,-0.5,0.44342964887619,-0.607653141021729
30386250.00,0.195436418056488,-0.177836030721664,0.5,-0.5,0.529035806655884,-0.579599618911743
30594375.00,0.195569723844528,-0.178282395005226,0.5,-0.5,0.513722956180573,-0.481377363204956
30802500.00,0.196334630250931,-0.177456647157669,0.5,-0.5,0.396393656730652,-0.593296468257904
31010625.00,0.195698872208595,-0.17787666618824,0.5,-0.5,0.50791347026825,-0.497447818517685
31218750.00,0.195833683013916,-0.177722796797752,0.5,-0.5,0.495428323745728,-0.500617563724518
31426875.00,0.195898249745369,-0.177592858672142,0.5,-0.5,0.49258691072464,-0.501180648803711
31635000.00,0.196187630295753,-0.177216053009033,0.5,-0.5,0.453852355480194,-0.544944703578949
31843125.00,0.196192339062691,-0.177178621292114,0.5,-0.5,0.460550218820572,-0.532737493515015
32051250.00,0.196164727210999,-0.176743865013123,0.5,-0.5,0.47350001335144,-0.585538148880005
32259375.00,0.196211159229279,-0.176733389496803,0.5,-0.5,0.474203109741211,-0.56826788187027
32467500.00,0.196069568395615,-0.176700741052628,0.5,-0.5,0.504688739776611,-0.552016377449036
32675625.00,0.195707067847252,-0.176674827933311,0.5,-0.5,0.575267732143402,-0.533372402191162
32883750.00,0.195827826857567,-0.176684886217117,0.5,-0.5,0.566181600093842,-0.505437314510345
33091875.00,0.195626825094223,-0.177228078246117,0.5,-0.5,0.613900363445282,-0.388003379106522
33300000.00,0.196400761604309,-0.175947770476341,0.5,-0.5,0.494028747081757,-0.574421346187592
33508125.00,0.196716144680977,-0.175781086087227,0.5,-0.5,0.449585407972336,-0.575766503810883
33716250.00,0.19689953327179,-0.175698265433311,0.5,-0.5,0.429202944040298,-0.568635880947113
33924375.00,0.197344958782196,-0.175566598773003,0.5,-0.5,0.366889953613281,-0.568076491355896
34132500.00,0.197305232286453,-0.175267830491066,0.5,-0.5,0.385276585817337,-0.592246055603027
34340625.00,0.197378396987915,-0.175027519464493,0.5,-0.5,0.384229868650436,-0.608341157436371
34548750.00,0.197104334831238,-0.174648225307465,0.5,-0.5,0.44133722782135,-0.648544549942017
34756875.00,0.196812361478806,-0.174861893057823,0.5,-0.5,0.493391871452332,-0.595287919044495
34965000.00,0.196751117706299,-0.174808129668236,0.5,-0.5,0.491429030895233,-0.606055736541748
35173125.00,0.196571603417397,-0.174951761960983,0.5,-0.5,0.504409492015839,-0.58367645740509
35381250.00,0.196311369538307,-0.175301417708397,0.5,-0.5,0.538063287734985,-0.520097732543945
35589375.00,0.195873498916626,-0.175754085183144,0.5,-0.5,0.600331246852875,-0.443481385707855
35797500.00,0.19580565392971,-0.176041170954704,0.5,-0.5,0.601876616477966,-0.392934918403625
36005625.00,0.196000501513481,-0.175904765725136,0.5,-0.5,0.558126389980316,-0.414341628551483
36213750.00,0.195966303348541,-0.175760880112648,0.5,-0.5,0.547032654285431,-0.438720226287842
36421875.00,0.195978105068207,-0.175539046525955,0.5,-0.5,0.534478068351746,-0.470023661851883
36630000.00,0.195869192481041,-0.175387963652611,0.5,-0.5,0.536657631397247,-0.492729395627975
36838125.00,0.196001142263412,-0.175182431936264,0.5,-0.5,0.501587688922882,-0.525435090065002
37046250.00,0.195837125182152,-0.175103157758713,0.5,-0.5,0.519014596939087,-0.536977529525757
37254375.00,0.195694014430046,-0.174961254000664,0.5,-0.5,0.545666933059692,-0.543440580368042
37462500.00,0.195549294352531,-0.175161838531494,0.5,-0.5,0.545643210411072,-0.516660928726196
37670625.00,0.19551183283329,-0.175230026245117,0.5,-0.5,0.541610479354858,-0.502559781074524
37878750.00,0.195084899663925,-0.175216168165207,0.5,-0.5,0.602758407592773,-0.500284433364868
38086875.00,0.194745883345604,-0.175736993551254,0.5,-0.5,0.650707006454468,-0.410167068243027
38295000.00,0.194581061601639,-0.176165670156479,0.5,-0.5,0.671033978462219,-0.334330558776855
38503125.00,0.19565860927105,-0.175123453140259,0.5,-0.5,0.481175482273102,-0.501149713993073
38711250.00,0.1957056671381,-0.174783483147621,0.5,-0.5,0.460504531860352,-0.539758384227753
38919375.00,0.195700451731682,-0.174786597490311,0.5,-0.5,0.453618884086609,-0.546023964881897
39127500.00,0.195740669965744,-0.174697667360306,0.5,-0.5,0.440822124481201,-0.556972622871399
39335625.00,0.195783406496048,-0.174491196870804,0.5,-0.5,0.424661368131638,-0.585135817527771
39543750.00,0.195700332522392,-0.174365758895874,0.5,-0.5,0.426353067159653,-0.598798751831055
39751875.00,0.195729807019234,-0.174223378300667,0.5,-0.5,0.407751947641373,-0.613978922367096
39960000.00,0.195394977927208,-0.174239277839661,0.5,-0.5,0.45949399471283,-0.605675578117371
40168125.00,0.195470094680786,-0.174292847514153,0.5,-0.5,0.440198451280594,-0.592337489128113
40376250.00,0.194984093308449,-0.174374058842659,0.5,-0.5,0.512546360492706,-0.573027193546295
40584375.00,0.194690868258476,-0.174477219581604,0.5,-0.5,0.554251670837402,-0.54481828212738
40792500.00,0.19370599091053,-0.176031649112701,0.5,-0.5,0.713046252727509,-0.274200260639191
41000625.00,0.194623097777367,-0.174941152334213,0.5,-0.5,0.55287492275238,-0.440322011709213
41208750.00,0.194918736815453,-0.174607902765274,0.5,-0.5,0.498453617095947,-0.486794531345367
41416875.00,0.194752529263496,-0.174538791179657,0.5,-0.5,0.518940329551697,-0.490518122911453
41625000.00,0.194827675819397,-0.17450076341629,0.5,-0.5,0.500697016716003,-0.489488214254379
41833125.00,0.194728597998619,-0.174387231469154,0.5,-0.5,0.509501159191132,-0.49981752038002
42041250.00,0.194841384887695,-0.174107119441032,0.5,-0.5,0.483527183532715,-0.536984324455261
42249375.00,0.194714963436127,-0.173925995826721,0.5,-0.5,0.498281359672546,-0.560782432556152
42457500.00,0.194453775882721,-0.173844814300537,0.5,-0.5,0.535347402095795,-0.568437397480011
42665625.00,0.194438740611076,-0.173874959349632,0.5,-0.5,0.535750269889832,-0.554797768592834
42873750.00,0.194339007139206,-0.174026891589165,0.5,-0.5,0.552852034568787,-0.521390557289124
43081875.00,0.1939647346735,-0.174036040902138,0.5,-0.5,0.608625829219818,-0.50982266664505
43290000.00,0.193834349513054,-0.174594223499298,0.5,-0.5,0.626293301582336,-0.401977151632309
43498125.00,0.194555208086967,-0.173862725496292,0.5,-0.5,0.502178907394409,-0.513618528842926
43706250.00,0.194804430007935,-0.173739641904831,0.5,-0.5,0.458671718835831,-0.522597372531891
43914375.00,0.195050269365311,-0.173734918236732,0.5,-0.5,0.416289269924164,-0.515613377094269
44122500.00,0.195027604699135,-0.173595950007439,0.5,-0.5,0.41627499461174,-0.533742487430573
44330625.00,0.195173397660255,-0.173254683613777,0.5,-0.5,0.389761477708817,-0.580442547798157
44538750.00,0.194995924830437,-0.173044502735138,0.5,-0.5,0.419331133365631,-0.608181953430176
44746875.00,0.194902688264847,-0.172849267721176,0.5,-0.5,0.432792842388153,-0.634543359279633
44955000.00,0.194684371352196,-0.172832190990448,0.5,-0.5,0.468567579984665,-0.626399993896484
45163125.00,0.195038706064224,-0.172977790236473,0.5,-0.5,0.413460612297058,-0.589191555976868
45371250.00,0.194801717996597,-0.172552421689034,0.5,-0.5,0.456967115402222,-0.647296726703644
45579375.00,0.193736881017685,-0.173702299594879,0.5,-0.5,0.634154498577118,-0.446193516254425
45787500.00,0.193260177969933,-0.174219340085983,0.5,-0.5,0.715310752391815,-0.345741868019104
45995625.00,0.194244742393494,-0.173462510108948,0.5,-0.5,0.548790276050568,-0.452589124441147
46203750.00,0.194716826081276,-0.173251926898956,0.5,-0.5,0.472695291042328,-0.479152143001556
46411875.00,0.194757282733917,-0.173101529479027,0.5,-0.5,0.482251644134521,-0.479000598192215
46620000.00,0.194711267948151,-0.172966688871384,0.5,-0.5,0.480329841375351,-0.503081798553467
46828125.00,0.194905489683151,-0.17278841137886,0.5,-0.5,0.448897510766983,-0.519676625728607
47036250.00,0.194611310958862,-0.172547966241837,0.5,-0.5,0.49667027592659,-0.546872019767761
47244375.00,0.194767013192177,-0.172350481152534,0.5,-0.5,0.471661359071732,-0.568742990493774
47452500.00,0.194714069366455,-0.172207251191139,0.5,-0.5,0.484362095594406,-0.58533763885498
47660625.00,0.194629698991776,-0.172324538230896,0.5,-0.5,0.503009617328644,-0.552553713321686
47868750.00,0.194612577557564,-0.172160044312477,0.5,-0.5,0.512050628662109,-0.567641198635101
48076875.00,0.194431245326996,-0.172341525554657,0.5,-0.5,0.547634243965149,-0.525194823741913
48285000.00,0.194144561886787,-0.17273174226284,0.5,-0.5,0.601046681404114,-0.44390732049942
48493125.00,0.194140329957008,-0.172875300049782,0.5,-0.5,0.607973158359528,-0.402531206607819
48701250.00,0.195179879665375,-0.172039970755577,0.5,-0.5,0.439238369464874,-0.531187951564789
48909375.00,0.195348471403122,-0.171696975827217,0.5,-0.5,0.416174381971359,-0.575240314006805
49117500.00,0.195242777466774,-0.171654745936394,0.5,-0.5,0.436912477016449,-0.570271134376526
49325625.00,0.195518210530281,-0.171331062912941,0.5,-0.5,0.392979383468628,-0.606563210487366
49533750.00,0.195677027106285,-0.171203464269638,0.5,-0.5,0.371573567390442,-0.611226320266724
49741875.00,0.195659056305885,-0.170911654829979,0.5,-0.5,0.37929368019104,-0.646193087100983
49950000.00,0.19549036026001,-0.170860126614571,0.5,-0.5,0.41557314991951,-0.644844710826874
50158125.00,0.195612221956253,-0.170912519097328,0.5,-0.5,0.402649313211441,-0.621878862380981
50366250.00,0.194605603814125,-0.17155410349369,0.5,-0.5,0.5794517993927,-0.504243731498718
50574375.00,0.194584205746651,-0.171655386686325,0.5,-0.5,0.590534567832947,-0.469367533922195
50782500.00,0.194596752524376,-0.171915128827095,0.5,-0.5,0.599658668041229,-0.407344967126846
50990625.00,0.194321289658546,-0.172483414411545,0.5,-0.5,0.654658496379852,-0.299172103404999
51198750.00,0.195183351635933,-0.171394675970078,0.5,-0.5,0.518764913082123,-0.462237119674683
51406875.00,0.195568665862083,-0.171174690127373,0.5,-0.5,0.456582754850388,-0.484557718038559
51615000.00,0.195458695292473,-0.17103211581707,0.5,-0.5,0.484677702188492,-0.496905088424683
51823125.00,0.195521280169487,-0.170658335089684,0.5,-0.5,0.480842530727386,-0.544087111949921
52031250.00,0.195772290229797,-0.170447871088982,0.5,-0.5,0.447972059249878,-0.563510894775391
52239375.00,0.195807799696922,-0.170146152377129,0.5,-0.5,0.448199182748795,-0.597590684890747
52447500.00,0.195902779698372,-0.170028984546661,0.5,-0.5,0.440635561943054,-0.599629700183868
52655625.00,0.195846706628799,-0.170027852058411,0.5,-0.5,0.461555331945419,-0.585258781909943
52863750.00,0.195833191275597,-0.169749677181244,0.5,-0.5,0.476691842079163,-0.613288521766663
53071875.00,0.195817068219185,-0.169817015528679,0.5,-0.5,0.490703344345093,-0.581704616546631
53280000.00,0.195453956723213,-0.170083299279213,0.5,-0.5,0.565176606178284,-0.518656492233276
53488125.00,0.195324525237083,-0.170609757304192,0.5,-0.5,0.603011906147003,-0.414213389158249
53696250.00,0.196465015411377,-0.169669166207314,0.5,-0.5,0.428558498620987,-0.550772607326508
53904375.00,0.196821600198746,-0.169436782598495,0.5,-0.5,0.382135093212128,-0.570226192474365
54112500.00,0.196955591440201,-0.169003412127495,0.5,-0.5,0.383086234331131,-0.612402319908142
54320625.00,0.197075262665749,-0.169161826372147,0.5,-0.5,0.36558523774147,-0.576099455356598
54528750.00,0.197279244661331,-0.168654158711433,0.5,-0.5,0.344859063625336,-0.644533574581146
54736875.00,0.197340205311775,-0.168542325496674,0.5,-0.5,0.343365907669067,-0.643281221389771
54945000.00,0.197398707270622,-0.168494865298271,0.5,-0.5,0.347895354032516,-0.6282998919487
55153125.00,0.196494966745377,-0.16881351172924,0.5,-0.5,0.512513518333435,-0.553215622901917
55361250.00,0.196439042687416,-0.168746456503868,0.5,-0.5,0.535796582698822,-0.543835997581482
55569375.00,0.196406453847885,-0.168788209557533,0.5,-0.5,0.555669188499451,-0.507516980171204
55777500.00,0.196010261774063,-0.169075191020966,0.5,-0.5,0.637465834617615,-0.448158264160156
55985625.00,0.196121364831924,-0.169462472200394,0.5,-0.5,0.63454258441925,-0.35999995470047
56193750.00,0.19716502726078,-0.168387085199356,0.5,-0.5,0.477639704942703,-0.515216410160065
56401875.00,0.197137892246246,-0.168650344014168,0.5,-0.5,0.495098888874054,-0.449902385473251
56610000.00,0.197007030248642,-0.168447315692902,0.5,-0.5,0.5027015209198,-0.484603643417358
56818125.00,0.19692949950695,-0.168445110321045,0.5,-0.5,0.506534814834595,-0.486326605081558
57026250.00,0.19711834192276,-0.16827067732811,0.5,-0.5,0.463690638542175,-0.518702805042267
57234375.00,0.19671955704689,-0.167952835559845,0.5,-0.5,0.518969178199768,-0.577568054199219
57442500.00,0.196729004383087,-0.168158352375031,0.5,-0.5,0.502996802330017,-0.545203387737274
57650625.00,0.196468561887741,-0.168153271079063,0.5,-0.5,0.535685539245605,-0.553864121437073
57858750.00,0.196654617786407,-0.168273836374283,0.5,-0.5,0.501030564308167,-0.53611421585083
58066875.00,0.196439519524574,-0.168135643005371,0.5,-0.5,0.531794905662537,-0.561765193939209
58275000.00,0.196271777153015,-0.16880863904953,0.5,-0.5,0.549295544624329,-0.448806464672089
58483125.00,0.195874214172363,-0.168938770890236,0.5,-0.5,0.608418762683868,-0.4306520819664
