Time (seconds),Controller.Vd_Ref,Controller.Vq_Ref,Ic,Controller.Id_Ref,Controller.Iq_Ref,Controller.Id,Controller.Iq
0.000000,-0.033840149641037,0.0795708894729614,-1.21166515350342,0.800000011920929,5,0.547410011291504,2.44967007637024
0.208125,-0.0359419956803322,0.0944888666272163,1.91426646709442,0.800000011920929,5,-0.0776861533522606,2.13113570213318
0.416250,-0.0349695011973381,0.0939457267522812,1.41448736190796,0.800000011920929,5,-0.106155186891556,2.32159304618835
0.624375,-0.0418962426483631,0.097873717546463,-1.58560419082642,0.800000011920929,5,-0.0897897481918335,2.35798931121826
0.832500,-0.0509520024061203,0.0967961773276329,-2.06995534896851,0.800000011920929,5,-0.154840052127838,2.55687713623047
1.040625,-0.0346644967794418,0.100802883505821,0.795368075370789,0.800000011920929,5,0.151224255561829,2.58062338829041
1.248750,-0.0445879958570004,0.106153190135956,2.54645037651062,0.800000011920929,5,-0.0278708934783936,2.55586934089661
1.456875,-0.0373537391424179,0.105651751160622,0.0685952752828598,0.800000011920929,5,-0.0753278732299805,2.72153544425964
1.665000,-0.0559132322669029,0.109589599072933,-2.62999510765076,0.800000011920929,5,0.00689345598220825,2.73476839065552
1.873125,-0.0434864088892937,0.108447082340717,-1.17575454711914,0.800000011920929,5,0.119755148887634,2.91290807723999
2.081250,-0.0447344779968262,0.116979911923409,2.22257208824158,0.800000011920929,5,0.268432021141052,2.76527070999146
2.289375,-0.045313086360693,0.115773156285286,2.0974497795105,0.800000011920929,5,0.0226389169692993,2.93877577781677
2.497500,-0.0534873269498348,0.119229964911938,-1.56490707397461,0.800000011920929,5,0.130780220031738,2.9522545337677
2.705625,-0.0657791793346405,0.118653371930122,-2.78776288032532,0.800000011920929,5,0.0944933891296387,3.09635639190674
2.913750,-0.0469082146883011,0.123183012008667,0.544159531593323,0.800000011920929,5,0.287711620330811,3.06664943695068
3.121875,-0.0550994984805584,0.127927333116531,3.03201842308044,0.800000011920929,5,0.072981595993042,3.02774381637573
3.330000,-0.0519459508359432,0.12482563406229,0.5301873087883,0.800000011920929,5,0.115329623222351,3.24621152877808
3.538125,-0.0665641129016876,0.129032835364342,-2.98516154289246,0.800000011920929,5,0.0855659246444702,3.2177586555481
3.746250,-0.0569495037198067,0.126428306102753,-1.7535001039505,0.800000011920929,5,0.238602221012115,3.41290402412415
3.954375,-0.0593354403972626,0.135128855705261,2.38353562355042,0.800000011920929,5,0.363809019327164,3.22810816764832
4.162500,-0.0599667653441429,0.134108185768127,2.65878891944885,0.800000011920929,5,0.0815658569335938,3.36563110351563
4.370625,-0.0592731311917305,0.133995145559311,-1.56285381317139,0.800000011920929,5,0.226281046867371,3.46932435035706
4.578750,-0.0787616297602654,0.136147364974022,-3.28485369682312,0.800000011920929,5,0.181266069412231,3.49458074569702
4.786875,-0.0565730519592762,0.136319607496262,0.277458935976028,0.800000011920929,5,0.358004689216614,3.58304858207703
4.995000,-0.0703379660844803,0.141520470380783,3.48761892318726,0.800000011920929,5,0.233834266662598,3.50164294242859
5.203125,-0.0598826110363007,0.139859259128571,0.985493004322052,0.800000011920929,5,0.188141703605652,3.64606904983521
5.411250,-0.0802222043275833,0.144258886575699,-3.18058276176453,0.800000011920929,5,0.271661400794983,3.58614993095398
5.619375,-0.0666623190045357,0.140608891844749,-2.26926922798157,0.800000011920929,5,0.349287450313568,3.79186534881592
5.827500,-0.0718101635575294,0.146108970046043,2.36848616600037,0.800000011920929,5,0.530650854110718,3.69013071060181
6.035625,-0.0685263425111771,0.147041708230972,3.18792390823364,0.800000011920929,5,0.170792460441589,3.73943710327148
