Time (seconds),Controller.Vd_Ref,Controller.Vq_Ref,Controller.Id_Ref,Controller.Iq_Ref,Controller.Id,Controller.Iq
11.655000,0.912384629249573,-1.00221395492554,0.5,-0.5,-0.0158479064702988,0.0314247198402882
11.863125,0.911242663860321,-1.00282597541809,0.5,-0.5,0.00318552553653717,0.0416236519813538
12.071250,0.910931885242462,-1.00264656543732,0.5,-0.5,0.00836455076932907,0.0388504192233086
12.279375,0.912754476070404,-1.00352048873901,0.5,-0.5,-0.0220117941498756,0.0532000027596951
12.487500,0.911425828933716,-1.00181150436401,0.5,-0.5,0.000132819637656212,0.0247169807553291
12.695625,0.910933196544647,-1.00320208072662,0.5,-0.5,0.00834268983453512,0.0478931590914726
12.903750,0.912248849868774,-1.00299215316772,0.5,-0.5,-0.0135841928422451,0.0443933755159378
13.111875,0.911259174346924,-1.00280499458313,0.5,-0.5,0.00291064009070396,0.041274718940258
13.320000,0.909804463386536,-1.00138711929321,0.5,-0.5,0.0271550770848989,0.0176440551877022
13.528125,0.911229491233826,-1.00273561477661,0.5,-0.5,0.00340537237934768,0.0401193723082542
13.736250,0.91030478477478,-1.00273239612579,0.5,-0.5,0.0188164710998535,0.0400646291673183
13.944375,0.911850094795227,-1.00360763072968,0.5,-0.5,-0.00693849241361022,0.0546521656215191
14.152500,0.91087794303894,-1.0028430223465,0.5,-0.5,0.00926450453698635,0.0419091694056988
14.360625,0.910972058773041,-1.00298142433167,0.5,-0.5,0.00769502995535731,0.0442161187529564
14.568750,0.910839200019836,-1.00202643871307,0.5,-0.5,0.0099098002538085,0.0282983239740133
14.776875,0.91069358587265,-1.00295960903168,0.5,-0.5,0.0140193477272987,0.0422067157924175
14.985000,0.912220239639282,-1.00275731086731,0.5,-0.5,-0.0114250779151917,0.0388357006013393
15.193125,0.912316143512726,-1.00200629234314,0.5,-0.5,-0.013022935949266,0.0263176336884499
15.401250,0.910417675971985,-1.00258004665375,0.5,-0.5,0.018618393689394,0.0358811393380165
15.609375,0.911105930805206,-1.00309550762177,0.5,-0.5,0.00714659132063389,0.0444709286093712
15.817500,0.815126538276672,-0.903787970542908,0.5,-0.5,1.36240649223328,-1.3432160615921
16.025625,0.797386169433594,-0.880989134311676,0.5,-0.5,1.3225644826889,-1.37204051017761
16.233750,0.77660745382309,-0.857421219348907,0.5,-0.5,1.33487367630005,-1.41027247905731
16.441875,0.756668567657471,-0.837864518165588,0.5,-0.5,1.33359432220459,-1.37790870666504
16.650000,0.73573362827301,-0.815079569816589,0.5,-0.5,1.3481981754303,-1.39962577819824
16.858125,0.71098393201828,-0.795159101486206,0.5,-0.5,1.42917358875275,-1.37243819236755
17.066250,0.683366537094116,-0.776824474334717,0.5,-0.5,1.56069839000702,-1.31943547725677
17.274375,0.658636689186096,-0.769185125827789,0.5,-0.5,1.64806687831879,-1.08608651161194
17.482500,0.662816107273102,-0.726803243160248,0.5,-0.5,1.24949979782104,-1.42796313762665
17.690625,0.643374264240265,-0.706488788127899,0.5,-0.5,1.2408618927002,-1.40586590766907
17.898750,0.627047955989838,-0.681914627552032,0.5,-0.5,1.1804563999176,-1.45782899856567
18.106875,0.606562077999115,-0.658106923103333,0.5,-0.5,1.19141113758087,-1.49117267131805
18.315000,0.588758528232574,-0.635159909725189,0.5,-0.5,1.15959358215332,-1.51051950454712
18.523125,0.571573376655579,-0.610598266124725,0.5,-0.5,1.12232029438019,-1.55716586112976
18.731250,0.554358065128326,-0.58696711063385,0.5,-0.5,1.08208894729614,-1.58497440814972
18.939375,0.527441084384918,-0.566407680511475,0.5,-0.5,1.20610105991364,-1.56597757339478
19.147500,0.512306749820709,-0.543451607227325,0.5,-0.5,1.1255134344101,-1.58608365058899
19.355625,0.493739068508148,-0.520588755607605,0.5,-0.5,1.11242508888245,-1.60065078735352
19.563750,0.465607941150665,-0.503866672515869,0.5,-0.5,1.26727962493896,-1.52143669128418
19.771875,0.42488768696785,-0.520454525947571,0.5,-0.5,1.37893795967102,-1.26022565364838
19.980000,0.426509767770767,-0.480755865573883,0.5,-0.5,1.32415950298309,-1.20779299736023
20.188125,0.412943512201309,-0.465728133916855,0.5,-0.5,1.27267289161682,-1.13700830936432
20.396250,0.401688516139984,-0.44782343506813,0.5,-0.5,1.19650602340698,-1.13554346561432
20.604375,0.393852084875107,-0.431270092725754,0.5,-0.5,1.08005344867706,-1.12542140483856
20.812500,0.380419969558716,-0.415294945240021,0.5,-0.5,1.07066416740417,-1.11996734142303
21.020625,0.368534952402115,-0.399880319833755,0.5,-0.5,1.04861009120941,-1.12096405029297
21.228750,0.362657815217972,-0.385793656110764,0.5,-0.5,0.943749904632568,-1.1127495765686
21.436875,0.351016163825989,-0.373793959617615,0.5,-0.5,0.947301387786865,-1.07867014408112
21.645000,0.338988721370697,-0.36218050122261,0.5,-0.5,0.964244484901428,-1.05297672748566
21.853125,0.330802530050278,-0.349819511175156,0.5,-0.5,0.929319322109222,-1.04818212985992
22.061250,0.316357851028442,-0.34267246723175,0.5,-0.5,1.01241028308868,-0.967811286449432
22.269375,0.306061267852783,-0.340306133031845,0.5,-0.5,1.03769111633301,-0.816486477851868
22.477500,0.297594338655472,-0.33624279499054,0.5,-0.5,1.03929424285889,-0.701216399669647
22.685625,0.30712828040123,-0.311882883310318,0.5,-0.5,0.751415550708771,-0.936610341072083
22.893750,0.302437484264374,-0.301133036613464,0.5,-0.5,0.707608163356781,-0.951973021030426
23.101875,0.296698093414307,-0.294213861227036,0.5,-0.5,0.68858802318573,-0.911836743354797
23.310000,0.294357925653458,-0.285843759775162,0.5,-0.5,0.619679868221283,-0.905423939228058
23.518125,0.288535535335541,-0.275483280420303,0.5,-0.5,0.614056944847107,-0.938629806041718
23.726250,0.284565925598145,-0.268371790647507,0.5,-0.5,0.585346221923828,-0.928076684474945
23.934375,0.280124962329865,-0.258880466222763,0.5,-0.5,0.570163786411285,-0.961063027381897
24.142500,0.275116622447968,-0.253391355276108,0.5,-0.5,0.574849605560303,-0.930554986000061
24.350625,0.270267248153687,-0.247574031352997,0.5,-0.5,0.584426403045654,-0.911558747291565
24.558750,0.262414991855621,-0.244926780462265,0.5,-0.5,0.650214791297913,-0.849709928035736
24.766875,0.244119703769684,-0.254880666732788,0.5,-0.5,0.89125382900238,-0.577995419502258
24.975000,0.242209330201149,-0.255263358354568,0.5,-0.5,0.862578392028809,-0.470210164785385
25.183125,0.251247048377991,-0.238569125533104,0.5,-0.5,0.66052770614624,-0.653537273406982
25.391250,0.24983486533165,-0.23402301967144,0.5,-0.5,0.630191385746002,-0.638875186443329
25.599375,0.247079342603683,-0.225021809339523,0.5,-0.5,0.629764676094055,-0.702998280525208
25.807500,0.246456429362297,-0.220486596226692,0.5,-0.5,0.593841910362244,-0.694923043251038
26.015625,0.242488250136375,-0.216593354940414,0.5,-0.5,0.61959570646286,-0.677558064460754
26.223750,0.244017422199249,-0.209611281752586,0.5,-0.5,0.554213404655457,-0.720294237136841
26.431875,0.241643324494362,-0.205094441771507,0.5,-0.5,0.560856342315674,-0.719752788543701
26.640000,0.239524096250534,-0.201579764485359,0.5,-0.5,0.565335690975189,-0.708832621574402
26.848125,0.238466918468475,-0.199351236224175,0.5,-0.5,0.560294806957245,-0.675845682621002
27.056250,0.235427871346474,-0.19383841753006,0.5,-0.5,0.585740804672241,-0.70347011089325
27.264375,0.226793214678764,-0.195797756314278,0.5,-0.5,0.71022629737854,-0.607613921165466
27.472500,0.22491654753685,-0.198795318603516,0.5,-0.5,0.732556939125061,-0.495544016361237
27.680625,0.236339136958122,-0.187084376811981,0.5,-0.5,0.511609077453613,-0.629993557929993
27.888750,0.236547410488129,-0.181922435760498,0.5,-0.5,0.488336324691772,-0.661655068397522
28.096875,0.238635569810867,-0.178844094276428,0.5,-0.5,0.437901616096497,-0.659649729728699
28.305000,0.238989517092705,-0.174311220645905,0.5,-0.5,0.418434172868729,-0.68491804599762
28.513125,0.24034908413887,-0.169962674379349,0.5,-0.5,0.389936894178391,-0.707967579364777
28.721250,0.240733250975609,-0.165582031011581,0.5,-0.5,0.372761428356171,-0.729676485061646
28.929375,0.237388998270035,-0.163369789719582,0.5,-0.5,0.43711793422699,-0.707966923713684
29.137500,0.237636297941208,-0.160202741622925,0.5,-0.5,0.409390062093735,-0.727321207523346
29.345625,0.232516318559647,-0.161405444145203,0.5,-0.5,0.490656137466431,-0.66406512260437
29.553750,0.22127078473568,-0.170737147331238,0.5,-0.5,0.649879515171051,-0.490882873535156
29.761875,0.21490503847599,-0.172011747956276,0.5,-0.5,0.726270496845245,-0.451259791851044
29.970000,0.21399812400341,-0.177318200469017,0.5,-0.5,0.718298971652985,-0.347355931997299
30.178125,0.218968689441681,-0.168175250291824,0.5,-0.5,0.611629664897919,-0.483725905418396
30.386250,0.220248639583588,-0.16485495865345,0.5,-0.5,0.566563785076141,-0.521616399288177
30.594375,0.219320192933083,-0.164689987897873,0.5,-0.5,0.559182643890381,-0.510816335678101
30.802500,0.218775734305382,-0.164634644985199,0.5,-0.5,0.545297622680664,-0.498735189437866
31.010625,0.219393864274025,-0.16286513209343,0.5,-0.5,0.513715505599976,-0.518790006637573
31.218750,0.217367127537727,-0.160604998469353,0.5,-0.5,0.523919522762299,-0.548204064369202
31.426875,0.217769637703896,-0.158282473683357,0.5,-0.5,0.498283892869949,-0.578472316265106
31.635000,0.213423848152161,-0.157161191105843,0.5,-0.5,0.55109977722168,-0.588362812995911
31.843125,0.212204694747925,-0.157850414514542,0.5,-0.5,0.552170515060425,-0.569811642169952
32.051250,0.210448861122131,-0.157458797097206,0.5,-0.5,0.562737703323364,-0.565838575363159
32.259375,0.207613989710808,-0.159287765622139,0.5,-0.5,0.595010221004486,-0.526550054550171
32.467500,0.203219458460808,-0.163523957133293,0.5,-0.5,0.652187168598175,-0.448119133710861
32.675625,0.203990623354912,-0.167029157280922,0.5,-0.5,0.630026042461395,-0.378143280744553
32.883750,0.213394999504089,-0.157152578234673,0.5,-0.5,0.462149143218994,-0.535035967826843
33.091875,0.213531613349915,-0.154866620898247,0.5,-0.5,0.448430955410004,-0.562666594982147
33.300000,0.213619530200958,-0.154876038432121,0.5,-0.5,0.434167951345444,-0.555312633514404
33.508125,0.211681559681892,-0.152151599526405,0.5,-0.5,0.449721872806549,-0.598897337913513
33.716250,0.213152587413788,-0.151311323046684,0.5,-0.5,0.412271052598953,-0.607293665409088
33.924375,0.212664216756821,-0.149351999163628,0.5,-0.5,0.408563017845154,-0.635180413722992
34.132500,0.211308091878891,-0.149641320109367,0.5,-0.5,0.419608056545258,-0.625738739967346
34.340625,0.200894176959991,-0.157758623361588,0.5,-0.5,0.583650410175323,-0.48486202955246
34.548750,0.199053794145584,-0.158247753977776,0.5,-0.5,0.606198132038116,-0.472003281116486
34.756875,0.198068231344223,-0.158616930246353,0.5,-0.5,0.617494344711304,-0.461806863546371
34.965000,0.195563688874245,-0.163437351584435,0.5,-0.5,0.654528498649597,-0.375912368297577
35.173125,0.193474411964417,-0.167376756668091,0.5,-0.5,0.687205791473389,-0.302136480808258
35.381250,0.203761652112007,-0.157847180962563,0.5,-0.5,0.514367401599884,-0.453129023313522
35.589375,0.204302847385406,-0.155857190489769,0.5,-0.5,0.500515580177307,-0.481571197509766
35.797500,0.204823970794678,-0.153520062565804,0.5,-0.5,0.486607611179352,-0.517351746559143
36.005625,0.204823598265648,-0.152312487363815,0.5,-0.5,0.480862379074097,-0.530464053153992
36.213750,0.20589654147625,-0.149489253759384,0.5,-0.5,0.46152937412262,-0.572274565696716
36.421875,0.204221338033676,-0.148992896080017,0.5,-0.5,0.487854272127151,-0.576830267906189
36.630000,0.204006776213646,-0.148957028985023,0.5,-0.5,0.500309646129608,-0.559823632240295
36.838125,0.202506363391876,-0.150076344609261,0.5,-0.5,0.511556208133698,-0.553649008274078
37.046250,0.20298969745636,-0.150737091898918,0.5,-0.5,0.501988291740417,-0.535000026226044
37.254375,0.204184979200363,-0.148942649364471,0.5,-0.5,0.482723653316498,-0.556888341903687
37.462500,0.198221877217293,-0.152200385928154,0.5,-0.5,0.583332180976868,-0.497149348258972
37.670625,0.197108790278435,-0.157368361949921,0.5,-0.5,0.60240626335144,-0.403456896543503
37.878750,0.205694809556007,-0.149665489792824,0.5,-0.5,0.457704365253448,-0.525088250637054
38.086875,0.207862317562103,-0.148685812950134,0.5,-0.5,0.425224006175995,-0.525313198566437
38.295000,0.207975462079048,-0.146328240633011,0.5,-0.5,0.423897266387939,-0.567396640777588
38.503125,0.21005254983902,-0.146299704909325,0.5,-0.5,0.389910936355591,-0.561678946018219
38.711250,0.211093813180923,-0.143856152892113,0.5,-0.5,0.371781766414642,-0.595521152019501
38.919375,0.210201680660248,-0.143089532852173,0.5,-0.5,0.387524366378784,-0.606764435768127
39.127500,0.200443625450134,-0.150368958711624,0.5,-0.5,0.550342798233032,-0.481618076562881
39.335625,0.201600953936577,-0.148247241973877,0.5,-0.5,0.532157719135284,-0.51536613702774
39.543750,0.199771776795387,-0.150314778089523,0.5,-0.5,0.565661668777466,-0.472589731216431
39.751875,0.199663132429123,-0.148177623748779,0.5,-0.5,0.571043968200684,-0.501307129859924
39.960000,0.196715638041496,-0.152347698807716,0.5,-0.5,0.623280882835388,-0.427564412355423
40.168125,0.195128694176674,-0.155648410320282,0.5,-0.5,0.656113803386688,-0.364946156740189
40.376250,0.204781323671341,-0.147683382034302,0.5,-0.5,0.503939688205719,-0.485335946083069
40.584375,0.206581369042397,-0.143499031662941,0.5,-0.5,0.477739632129669,-0.54365485906601
40.792500,0.206748932600021,-0.145533129572868,0.5,-0.5,0.476392388343811,-0.501617252826691
41.000625,0.209367021918297,-0.144412115216255,0.5,-0.5,0.436926335096359,-0.509881675243378
41.208750,0.209258943796158,-0.140868008136749,0.5,-0.5,0.445985436439514,-0.561235249042511
41.416875,0.20829938352108,-0.139509007334709,0.5,-0.5,0.470753967761993,-0.57826554775238
41.625000,0.210479110479355,-0.138624235987663,0.5,-0.5,0.443308681249619,-0.583759486675262
41.833125,0.208458751440048,-0.139073640108109,0.5,-0.5,0.485179603099823,-0.571200251579285
42.041250,0.210470646619797,-0.137856408953667,0.5,-0.5,0.457435429096222,-0.582237362861633
42.249375,0.208297982811928,-0.138888671994209,0.5,-0.5,0.501496255397797,-0.557133555412292
42.457500,0.207221046090126,-0.139186382293701,0.5,-0.5,0.532252788543701,-0.542142748832703
42.665625,0.207663893699646,-0.145098805427551,0.5,-0.5,0.53470242023468,-0.436547517776489
42.873750,0.205796107649803,-0.146883308887482,0.5,-0.5,0.57786500453949,-0.395788908004761
43.081875,0.215751960873604,-0.136715531349182,0.5,-0.5,0.421739518642426,-0.553339600563049
43.290000,0.2164426445961,-0.136198595166206,0.5,-0.5,0.415154457092285,-0.553959786891937
43.498125,0.220291882753372,-0.132107868790627,0.5,-0.5,0.359799683094025,-0.607089281082153
43.706250,0.222447872161865,-0.131016686558723,0.5,-0.5,0.333111643791199,-0.612618207931519
43.914375,0.211546465754509,-0.136622682213783,0.5,-0.5,0.522902369499207,-0.504932284355164
44.122500,0.215878129005432,-0.135614514350891,0.5,-0.5,0.461373955011368,-0.511795938014984
44.330625,0.214581102132797,-0.133884906768799,0.5,-0.5,0.504610419273376,-0.531830489635468
44.538750,0.212797880172729,-0.133599460124969,0.5,-0.5,0.531570911407471,-0.525375783443451
44.746875,0.213140994310379,-0.134140327572823,0.5,-0.5,0.536143124103546,-0.504550218582153
44.955000,0.21048341691494,-0.133020475506783,0.5,-0.5,0.591925978660584,-0.511058330535889
45.163125,0.208136051893234,-0.138878181576729,0.5,-0.5,0.643653035163879,-0.397866249084473
45.371250,0.210160598158836,-0.140271261334419,0.5,-0.5,0.618572115898132,-0.359029650688171
45.579375,0.219202652573586,-0.130121245980263,0.5,-0.5,0.483085572719574,-0.515037894248962
45.787500,0.221444070339203,-0.128653883934021,0.5,-0.5,0.47082507610321,-0.514430701732636
45.995625,0.223730683326721,-0.126324191689491,0.5,-0.5,0.430814564228058,-0.549021601676941
46.203750,0.224946200847626,-0.125442445278168,0.5,-0.5,0.422295600175858,-0.549984455108643
46.411875,0.22707225382328,-0.122811615467072,0.5,-0.5,0.397981524467468,-0.581632018089294
46.620000,0.226984262466431,-0.121040806174278,0.5,-0.5,0.409871131181717,-0.598667800426483
46.828125,0.227000564336777,-0.119953490793705,0.5,-0.5,0.42275607585907,-0.600453555583954
47.036250,0.227454945445061,-0.117783382534981,0.5,-0.5,0.428134769201279,-0.623979449272156
47.244375,0.228967517614365,-0.119721435010433,0.5,-0.5,0.416119009256363,-0.577713072299957
47.452500,0.225669026374817,-0.120124563574791,0.5,-0.5,0.485509097576141,-0.555379271507263
47.660625,0.221455588936806,-0.122159190475941,0.5,-0.5,0.569725632667542,-0.509409546852112
47.868750,0.222220554947853,-0.124426499009132,0.5,-0.5,0.573431849479675,-0.451166033744812
48.076875,0.234924420714378,-0.115171000361443,0.5,-0.5,0.374015152454376,-0.585923731327057
48.285000,0.236645579338074,-0.113577656447887,0.5,-0.5,0.360350489616394,-0.594120979309082
48.493125,0.238897711038589,-0.110763020813465,0.5,-0.5,0.333885014057159,-0.622683763504028
48.701250,0.230557441711426,-0.115850768983364,0.5,-0.5,0.487601161003113,-0.524285614490509
48.909375,0.233273953199387,-0.1141452267766,0.5,-0.5,0.45229110121727,-0.532423198223114
49.117500,0.231682389974594,-0.111191019415855,0.5,-0.5,0.489962518215179,-0.56177544593811
49.325625,0.232612356543541,-0.109521202743053,0.5,-0.5,0.488953173160553,-0.571104109287262
49.533750,0.23134833574295,-0.10880671441555,0.5,-0.5,0.520908236503601,-0.564629256725311
49.741875,0.233360856771469,-0.107960566878319,0.5,-0.5,0.499847263097763,-0.555364847183228
49.950000,0.230989187955856,-0.107673540711403,0.5,-0.5,0.554064869880676,-0.53957462310791
50.158125,0.229577004909515,-0.108296051621437,0.5,-0.5,0.593190968036652,-0.50574117898941
50.366250,0.227268740534782,-0.112376824021339,0.5,-0.5,0.650778949260712,-0.412187039852142
50.574375,0.238752469420433,-0.102594882249832,0.5,-0.5,0.469931125640869,-0.549357831478119
50.782500,0.24130117893219,-0.101478114724159,0.5,-0.5,0.438220649957657,-0.544256150722504
50.990625,0.242855280637741,-0.0988962724804878,0.5,-0.5,0.430808454751968,-0.563692450523376
51.198750,0.239952728152275,-0.102666489779949,0.5,-0.5,0.473068207502365,-0.497346043586731
51.406875,0.239363163709641,-0.100808449089527,0.5,-0.5,0.469563722610474,-0.534282743930817
51.615000,0.238658934831619,-0.0989154204726219,0.5,-0.5,0.469392776489258,-0.56962776184082
51.823125,0.237796574831009,-0.0989705771207809,0.5,-0.5,0.470175057649612,-0.572891235351563
52.031250,0.237084433436394,-0.0993627235293388,0.5,-0.5,0.473079949617386,-0.571073949337006
52.239375,0.234894931316376,-0.10158172249794,0.5,-0.5,0.501297175884247,-0.538293540477753
52.447500,0.23367765545845,-0.100020110607147,0.5,-0.5,0.512785315513611,-0.563932955265045
52.655625,0.229841485619545,-0.100410141050816,0.5,-0.5,0.568087339401245,-0.560681819915771
52.863750,0.226397469639778,-0.107694759964943,0.5,-0.5,0.619328558444977,-0.441143274307251
53.071875,0.226457238197327,-0.110972426831722,0.5,-0.5,0.612837791442871,-0.384373277425766
53.280000,0.238385245203972,-0.101509809494019,0.5,-0.5,0.40660896897316,-0.542432129383087
53.488125,0.229956120252609,-0.106692098081112,0.5,-0.5,0.41645759344101,-0.570618569850922
53.696250,0.230004325509071,-0.108067199587822,0.5,-0.5,0.532794952392578,-0.436527401208878
53.904375,0.230018362402916,-0.106493055820465,0.5,-0.5,0.528074622154236,-0.466641873121262
54.112500,0.231416836380959,-0.104548387229443,0.5,-0.5,0.50084775686264,-0.49630868434906
54.320625,0.230011016130447,-0.104365065693855,0.5,-0.5,0.515287339687347,-0.503517627716064
54.528750,0.227878570556641,-0.10474144667387,0.5,-0.5,0.546563982963562,-0.49910232424736
54.736875,0.227825313806534,-0.105695776641369,0.5,-0.5,0.5435751080513,-0.486671626567841
54.945000,0.227118298411369,-0.105381764471531,0.5,-0.5,0.553456902503967,-0.479202032089233
55.153125,0.225176751613617,-0.107671432197094,0.5,-0.5,0.582625329494476,-0.45537143945694
55.361250,0.21984127163887,-0.111311517655849,0.5,-0.5,0.669994831085205,-0.395675480365753
55.569375,0.220921188592911,-0.115271404385567,0.5,-0.5,0.650151133537292,-0.32783031463623
55.777500,0.229516848921776,-0.105079755187035,0.5,-0.5,0.504705786705017,-0.49670672416687
55.985625,0.231217056512833,-0.103064097464085,0.5,-0.5,0.472710341215134,-0.526924610137939
56.193750,0.231100350618362,-0.102844461798668,0.5,-0.5,0.47484827041626,-0.530988156795502
56.401875,0.235834449529648,-0.102388523519039,0.5,-0.5,0.392756372690201,-0.537808120250702
56.610000,0.2337257117033,-0.101238742470741,0.5,-0.5,0.424189746379852,-0.55830317735672
56.818125,0.23401939868927,-0.0997074320912361,0.5,-0.5,0.41533237695694,-0.582018971443176
57.026250,0.231872916221619,-0.0990289449691772,0.5,-0.5,0.453206777572632,-0.591498851776123
57.234375,0.231095254421234,-0.10103403031826,0.5,-0.5,0.463032007217407,-0.55802971124649
57.442500,0.231498345732689,-0.0993360057473183,0.5,-0.5,0.457322984933853,-0.581695318222046
57.650625,0.230364724993706,-0.100760444998741,0.5,-0.5,0.477146834135056,-0.556992709636688
57.858750,0.225967153906822,-0.101326361298561,0.5,-0.5,0.551496803760529,-0.547167360782623
58.066875,0.222616016864777,-0.109113641083241,0.5,-0.5,0.607433617115021,-0.414603173732758
58.275000,0.234823852777481,-0.101799055933952,0.5,-0.5,0.406373560428619,-0.532843291759491
58.483125,0.229360148310661,-0.106328159570694,0.5,-0.5,0.49802839756012,-0.449964225292206
58.691250,0.227950513362885,-0.105451703071594,0.5,-0.5,0.520207345485687,-0.46396678686142
58.899375,0.230274125933647,-0.10437972843647,0.5,-0.5,0.48253858089447,-0.477884769439697
59.107500,0.231163576245308,-0.103549443185329,0.5,-0.5,0.468024522066116,-0.491878360509872
59.315625,0.230926483869553,-0.0998007208108902,0.5,-0.5,0.473782122135162,-0.546452879905701
