Time (seconds),Controller.Vd_Ref,Controller.Vq_Ref,Ic,Controller.Id_Ref,Controller.Iq_Ref,Controller.Id,Controller.Iq,V_DC
0.000000,0.0133628342300653,0.0505667254328728,0.91883385181427,0.800000011920929,5,-0.268980085849762,0.970619082450867,25.2081508636475
0.208125,0.0169225670397282,0.0607784427702427,-0.320881307125092,0.800000011920929,5,-0.259770721197128,1.24528503417969,25.6709499359131
0.416250,0.0209997016936541,0.0694248452782631,-1.57344508171082,0.800000011920929,5,-0.312964498996735,1.57840621471405,25.8240852355957
0.624375,0.0228355154395103,0.0769515782594681,-0.343956559896469,0.800000011920929,5,-0.153829663991928,1.93108868598938,25.2037792205811
0.832500,0.0258471425622702,0.0861348956823349,1.89385414123535,0.800000011920929,5,-0.134618759155273,2.03336930274963,27.8948001861572
1.040625,0.0283800065517426,0.0937135815620422,1.3399658203125,0.800000011920929,5,-0.0786849558353424,2.22539305686951,26.2797946929932
1.248750,0.0316402725875378,0.100523054599762,-1.68550896644592,0.800000011920929,5,-0.112221539020538,2.42607712745667,26.4512386322021
1.456875,0.0339778214693069,0.106065548956394,-2.21870803833008,0.800000011920929,5,-0.0690968036651611,2.69042491912842,25.7763977050781
1.665000,0.0342407636344433,0.111997872591019,0.90416955947876,0.800000011920929,5,0.163671135902405,2.85622453689575,23.2031784057617
1.873125,0.0369627773761749,0.118893563747406,2.88089179992676,0.800000011920929,5,0.132346272468567,2.87638235092163,24.3175659179688
2.081250,0.0399966649711132,0.123460069298744,0.130874484777451,0.800000011920929,5,0.0625731945037842,3.08186388015747,24.4770374298096
2.289375,0.042127750813961,0.128128290176392,-3.10989499092102,0.800000011920929,5,0.0669126510620117,3.22886371612549,24.215612411499
2.497500,0.0423331931233406,0.131207495927811,-1.44619083404541,0.800000011920929,5,0.248940974473953,3.49034357070923,25.1220932006836
2.705625,0.0426166281104088,0.137137889862061,2.74693083763123,0.800000011920929,5,0.408074706792831,3.4263641834259,23.5903835296631
2.913750,0.0463779047131538,0.140686124563217,2.5967001914978,0.800000011920929,5,0.209262073040009,3.5682008266449,24.5997829437256
3.121875,0.0476067885756493,0.144439339637756,-1.98944985866547,0.800000011920929,5,0.257760047912598,3.65535187721252,25.4694232940674
3.330000,0.0500732362270355,0.146671578288078,-3.46259117126465,0.800000011920929,5,0.171172261238098,3.8635094165802,24.6905498504639
