Time (microseconds),Controller.Theta,Controller.Theta_Ref,Ic,Ia,Ib,Controller.Ibet,Controller.Iq,Controller.Id
5250.00,0.586430609226227,15591853,-0.0687880218029022,0.153484269976616,-0.238829225301743,-0.0969405025243759,-0.19404149055481,0.116882905364037
5375.00,0.586430609226227,15591853,-0.0696367248892784,0.150414809584618,-0.245108634233475,-0.0969405025243759,-0.19404149055481,0.116882905364037
5500.00,0.62831848859787,15704038,-0.0684932991862297,0.144629433751106,-0.251709014177322,-0.101308755576611,-0.202566683292389,0.106454476714134
5625.00,0.62831848859787,15704038,-0.0616095624864101,0.13690921664238,-0.255305886268616,-0.101308755576611,-0.202566683292389,0.106454476714134
5750.00,0.670206367969513,15815806,-0.0522544123232365,0.131807833909988,-0.258837580680847,-0.111830621957779,-0.209948182106018,0.0848532542586327
5875.00,0.670206367969513,15815806,-0.0432237572968006,0.133004248142242,-0.262364864349365,-0.126521170139313,-0.220273241400719,0.0615604296326637
6000.00,0.712094247341156,15927678,-0.0388248190283775,0.134233489632607,-0.275946527719498,-0.126521170139313,-0.220273241400719,0.0615604296326637
6125.00,0.753982126712799,16039705,-0.0384320095181465,0.133524805307388,-0.348044365644455,-0.161996901035309,-0.260755985975266,0.0410330519080162
6250.00,0.753982126712799,16039705,-0.0401359871029854,0.129884153604507,-0.434763073921204,-0.161996901035309,-0.260755985975266,0.0410330519080162
6375.00,0.795870006084442,16151376,-0.0432804189622402,0.121246434748173,-0.488534718751907,-0.250129967927933,-0.357717245817184,0.000215634703636169
6500.00,0.795870006084442,16151376,-0.0414801649749279,0.114636614918709,-0.493155062198639,-0.250129967927933,-0.357717245817184,0.000215634703636169
6625.00,0.837757885456085,16263436,-0.0369855165481567,0.112543202936649,-0.459069192409515,-0.256943136453629,-0.358306229114532,-0.0231255739927292
6750.00,0.837757885456085,16263436,-0.0321929678320885,0.113638147711754,-0.403937727212906,-0.256943136453629,-0.358306229114532,-0.0231255739927292
6875.00,0.879645764827728,16374809,-0.025891462340951,0.117846563458443,-0.342911809682846,-0.203956231474876,-0.295261383056641,-0.0204359591007233
7000.00,0.879645764827728,16374809,-0.0205936245620251,0.120137192308903,-0.292015641927719,-0.203956231474876,-0.295261383056641,-0.0204359591007233
7125.00,0.921533644199371,16486965,-0.0126712210476398,0.120524108409882,-0.259291440248489,-0.150455743074417,-0.2337446808815,-0.0114658772945404
7250.00,0.921533644199371,16486965,-0.00255576451309025,0.122899509966373,-0.245498031377792,-0.150455743074417,-0.2337446808815,-0.0114658772945404
7375.00,0.963421523571014,16598861,0.0080644628033042,0.121966131031513,-0.246154978871346,-0.1402627825737,-0.215221434831619,-0.0212267339229584
7500.00,0.963421523571014,16598861,0.0177999697625637,0.116622380912304,-0.25378093123436,-0.1402627825737,-0.215221434831619,-0.0212267339229584
7625.00,1.0053094625473,16710735,0.0235661398619413,0.107775919139385,-0.26548370718956,-0.156797304749489,-0.216075137257576,-0.0485801249742508
7750.00,1.04719734191895,44325,0.0248029194772244,0.0935108065605164,-0.279316186904907,-0.172822684049606,-0.215702474117279,-0.0750191807746887
7875.00,1.04719734191895,44325,0.0292047522962093,0.076992854475975,-0.291044235229492,-0.172822684049606,-0.215702474117279,-0.0750191807746887
8000.00,1.08908522129059,156276,0.0384495072066784,0.0633964613080025,-0.299108147621155,-0.191670954227448,-0.206075444817543,-0.1085464656353
8125.00,1.08908522129059,156276,0.0451281554996967,0.0522933714091778,-0.305207371711731,-0.191670954227448,-0.206075444817543,-0.1085464656353
8250.00,1.13097310066223,268326,0.0459044501185417,0.0458562150597572,-0.307672083377838,-0.204130157828331,-0.194412603974342,-0.134115353226662
8375.00,1.13097310066223,268326,0.0449195355176926,0.0427757352590561,-0.305306792259216,-0.204130157828331,-0.194412603974342,-0.134115353226662
8500.00,1.17286098003387,380076,0.0458788424730301,0.0424136035144329,-0.300740599632263,-0.20138618350029,-0.183608651161194,-0.141269579529762
8625.00,1.17286098003387,380076,0.0489187575876713,0.0447029210627079,-0.302079617977142,-0.20138618350029,-0.183608651161194,-0.141269579529762
8750.00,1.21474885940552,491762,0.0495615340769291,0.0491216853260994,-0.343536138534546,-0.208560138940811,-0.18322229385376,-0.15437588095665
8875.00,1.21474885940552,491762,0.0502528846263886,0.0563063248991966,-0.393580168485641,-0.208560138940811,-0.18322229385376,-0.15437588095665
9000.00,1.25663673877716,603593,0.0548360422253609,0.062999814748764,-0.421145170927048,-0.256247133016586,-0.223722338676453,-0.196737453341484
9125.00,1.25663673877716,603593,0.0632378906011581,0.0640268847346306,-0.42069998383522,-0.256247133016586,-0.223722338676453,-0.196737453341484
9250.00,1.2985246181488,715736,0.0730274170637131,0.056936826556921,-0.421468108892441,-0.279401659965515,-0.231011018157005,-0.225584924221039
9375.00,1.2985246181488,715736,0.0812025293707848,0.0426947884261608,-0.464434087276459,-0.315023422241211,-0.224012941122055,-0.271026462316513
9500.00,1.34041249752045,827718,0.0861978605389595,0.0250853523612022,-0.510054051876068,-0.315023422241211,-0.224012941122055,-0.271026462316513
9625.00,1.38230037689209,939645,0.0933367013931274,0.00685817888006568,-0.550996124744415,-0.363516628742218,-0.22349026799202,-0.327432066202164
9750.00,1.38230037689209,939645,0.106297075748444,-0.00611186027526855,-0.559464633464813,-0.363516628742218,-0.22349026799202,-0.327432066202164
9875.00,1.42418825626373,1051012,0.12603285908699,-0.0104227270931005,-0.520535469055176,-0.379496574401855,-0.187188118696213,-0.355968743562698
10000.00,1.42418825626373,1051012,0.145084217190742,-0.0102485530078411,-0.447405070066452,-0.379496574401855,-0.187188118696213,-0.355968743562698
10125.00,1.46607613563538,1162943,0.156485840678215,-0.0118330521509051,-0.361917674541473,-0.328630268573761,-0.116916641592979,-0.318145781755447
10250.00,1.46607613563538,1162943,0.159039095044136,-0.0226855035871267,-0.284693956375122,-0.328630268573761,-0.116916641592979,-0.318145781755447
10375.00,1.50796401500702,1274791,0.159014895558357,-0.0363287404179573,-0.230530440807343,-0.244093179702759,-0.0318305566906929,-0.242571219801903
10500.00,1.50796401500702,1274791,0.162115961313248,-0.0469577312469482,-0.205671533942223,-0.244093179702759,-0.0318305566906929,-0.242571219801903
10625.00,1.54985189437866,1386913,0.166839852929115,-0.0534362196922302,-0.205984205007553,-0.211974620819092,0.0154689587652683,-0.212341845035553
10750.00,1.54985189437866,1386913,0.170725271105766,-0.0561061315238476,-0.222360908985138,-0.211974620819092,0.0154689587652683,-0.212341845035553
10875.00,1.59173977375031,1498579,0.175284177064896,-0.0550561919808388,-0.242900460958481,-0.226948425173759,0.0249400734901428,-0.226472243666649
11000.00,1.59173977375031,1498579,0.179082974791527,-0.0507851205766201,-0.256836384534836,-0.226948425173759,0.0249400734901428,-0.226472243666649
11125.00,1.63362765312195,1610425,0.180656522512436,-0.0464615374803543,-0.260880708694458,-0.251678168773651,0.0237258896231651,-0.250681072473526
11250.00,1.67551553249359,1722428,0.179109543561935,-0.0470259487628937,-0.258817583322525,-0.254198282957077,0.0305972844362259,-0.252377778291702
11375.00,1.67551553249359,1722428,0.172206714749336,-0.0540159568190575,-0.251863181591034,-0.254198282957077,0.0305972844362259,-0.252377778291702
11500.00,1.71740341186523,1834423,0.161786332726479,-0.0655001997947693,-0.244306713342667,-0.237917572259903,0.0483674481511116,-0.233354344964027
11625.00,1.71740341186523,1834423,0.153685569763184,-0.0794835463166237,-0.237548530101776,-0.237917572259903,0.0483674481511116,-0.233354344964027
11750.00,1.75929129123688,1946119,0.152003958821297,-0.0918853282928467,-0.231869637966156,-0.222591325640678,0.0727690607309341,-0.212719768285751
11875.00,1.75929129123688,1946119,0.155708536505699,-0.0969063863158226,-0.225532129406929,-0.222591325640678,0.0727690607309341,-0.212719768285751
12000.00,1.80117917060852,2058130,0.159806281328201,-0.0941345319151878,-0.217635631561279,-0.219519525766373,0.0914449468255043,-0.204025715589523
12125.00,1.80117917060852,2058130,0.163603410124779,-0.0889050662517548,-0.210896417498589,-0.219519525766373,0.0914449468255043,-0.204025715589523
12250.00,1.84306704998016,2170133,0.16928705573082,-0.0845841020345688,-0.208900719881058,-0.216288387775421,0.0997951179742813,-0.196694806218147
12375.00,1.84306704998016,2170133,0.177192434668541,-0.0869443789124489,-0.21358448266983,-0.216288387775421,0.0997951179742813,-0.196694806218147
12500.00,1.88495492935181,2281932,0.183952614665031,-0.0979970470070839,-0.220878720283508,-0.22561514377594,0.113305777311325,-0.20040625333786
12625.00,1.88495492935181,2281932,0.187456712126732,-0.116017006337643,-0.226617187261581,-0.22561514377594,0.113305777311325,-0.20040625333786
12750.00,1.92684280872345,2393739,0.190685018897057,-0.135289236903191,-0.206833019852638,-0.239065676927567,0.143590286374092,-0.201661735773087
12875.00,1.92684280872345,2393739,0.191122785210609,-0.148876219987869,-0.138768509030342,-0.190462827682495,0.181387364864349,-0.130354449152946
13000.00,1.96873068809509,2505911,0.190517574548721,-0.152952522039413,-0.0656817629933357,-0.190462827682495,0.181387364864349,-0.130354449152946
13125.00,2.01061868667603,2617774,0.193421840667725,-0.150459185242653,-0.0190885979682207,-0.128302246332169,0.194838464260101,-0.0501121655106544
13250.00,2.01061868667603,2617774,0.198680147528648,-0.146493405103683,-0.0106983808800578,-0.128302246332169,0.194838464260101,-0.0501121655106544
13375.00,2.05250668525696,2729632,0.19912613928318,-0.14276422560215,-0.0222500711679459,-0.12555918097496,0.196764707565308,-0.0388140827417374
13500.00,2.05250668525696,2729632,0.196891501545906,-0.142223924398422,-0.0381296947598457,-0.12555918097496,0.196764707565308,-0.0388140827417374
13625.00,2.09439468383789,2841534,0.193217933177948,-0.148150131106377,-0.0819761008024216,-0.139781385660172,0.195886462926865,-0.0483079254627228
13750.00,2.09439468383789,2841534,0.188266649842262,-0.15667986869812,-0.176971137523651,-0.139781385660172,0.195886462926865,-0.0483079254627228
13875.00,2.13628268241882,2953155,0.184504330158234,-0.167260617017746,-0.27139750123024,-0.229419350624084,0.206154376268387,-0.140887305140495
14000.00,2.13628268241882,2953155,0.185483455657959,-0.180112317204475,-0.331400573253632,-0.229419350624084,0.206154376268387,-0.140887305140495
14125.00,2.17817068099976,3065317,0.189970403909683,-0.19225300848484,-0.346360981464386,-0.304789185523987,0.232577964663506,-0.209521055221558
14250.00,2.17817068099976,3065317,0.194157764315605,-0.203009575605392,-0.338887870311737,-0.304789185523987,0.232577964663506,-0.209521055221558
14375.00,2.22005867958069,3176823,0.19368240237236,-0.215048611164093,-0.32531812787056,-0.307754039764404,0.255441009998322,-0.192475751042366
14500.00,2.22005867958069,3176823,0.191148087382317,-0.228306457400322,-0.313712477684021,-0.307754039764404,0.255441009998322,-0.192475751042366
14625.00,2.26194667816162,3288707,0.190464034676552,-0.241077795624733,-0.327550977468491,-0.291481375694275,0.271589070558548,-0.153610914945602
14750.00,2.30383467674255,3400420,0.191879093647003,-0.251113384962082,-0.335456341505051,-0.303831815719604,0.290631115436554,-0.147154569625854
14875.00,2.30383467674255,3400420,0.194520935416222,-0.255354136228561,-0.317824482917786,-0.303831815719604,0.290631115436554,-0.147154569625854
15000.00,2.34572267532349,3512629,0.197665095329285,-0.253161489963531,-0.274537116289139,-0.281497627496719,0.295756161212921,-0.10436400026083
15125.00,2.34572267532349,3512629,0.201996043324471,-0.243964493274689,-0.226838707923889,-0.281497627496719,0.295756161212921,-0.10436400026083
15250.00,2.38761067390442,3624239,0.203888416290283,-0.23404161632061,-0.187439888715744,-0.233052223920822,0.278981626033783,-0.0433557257056236
15375.00,2.38761067390442,3624239,0.201978713274002,-0.226956382393837,-0.153679832816124,-0.233052223920822,0.278981626033783,-0.0433557257056236
15500.00,2.42949867248535,3736009,0.196339055895805,-0.226471170783043,-0.125696375966072,-0.198734506964684,0.261249303817749,-0.00148391723632813
15625.00,2.42949867248535,3736009,0.18923445045948,-0.232324004173279,-0.102171517908573,-0.198734506964684,0.261249303817749,-0.00148391723632813
15750.00,2.47138667106628,3848142,0.182146191596985,-0.242448821663857,-0.0860992595553398,-0.16312175989151,0.244178473949432,0.0454678684473038
15875.00,2.47138667106628,3848142,0.175335168838501,-0.254047781229019,-0.0793781131505966,-0.16312175989151,0.244178473949432,0.0454678684473038
16000.00,2.51327466964722,3960221,0.169579342007637,-0.263624340295792,-0.0779549852013588,-0.1470587849617,0.237321257591248,0.0764565095305443
16125.00,2.51327466964722,3960221,0.166882291436195,-0.266904532909393,-0.0755467861890793,-0.1470587849617,0.237321257591248,0.0764565095305443
16250.00,2.55516266822815,4071832,0.165556833148003,-0.267946481704712,-0.0707572028040886,-0.139966487884521,0.2318946570158,0.0961080268025398
16375.00,2.55516266822815,4071832,0.16545470058918,-0.270207583904266,-0.0633970946073532,-0.132127642631531,0.223952621221542,0.114735156297684
16500.00,2.59705066680908,4183873,0.164176672697067,-0.274958580732346,-0.0576738864183426,-0.132127642631531,0.223952621221542,0.114735156297684
16625.00,2.63893866539001,4294648,0.161782056093216,-0.283212393522263,-0.0512829832732677,-0.124968737363815,0.216950535774231,0.13522881269455
16750.00,2.63893866539001,4294648,0.157432615756989,-0.293726712465286,-0.0434217639267445,-0.124968737363815,0.216950535774231,0.13522881269455
16875.00,2.68082666397095,4406375,0.151946052908897,-0.301663637161255,-0.0265895184129477,-0.108230322599411,0.20347273349762,0.166484370827675
17000.00,2.68082666397095,4406375,0.146928519010544,-0.306431621313095,-0.00262543559074402,-0.108230322599411,0.20347273349762,0.166484370827675
17125.00,2.72271466255188,4518648,0.144681617617607,-0.308197110891342,0.0205016620457172,-0.0810379385948181,0.177875205874443,0.200277268886566
17250.00,2.72271466255188,4518648,0.145513474941254,-0.309187084436417,0.037505678832531,-0.0810379385948181,0.177875205874443,0.200277268886566
17375.00,2.76460266113281,4630415,0.145913779735565,-0.311815202236176,0.04386380687356,-0.0606488287448883,0.155352219939232,0.227627262473106
17500.00,2.76460266113281,4630415,0.142119213938713,-0.317375063896179,0.0409544892609119,-0.0606488287448883,0.155352219939232,0.227627262473106
17625.00,2.80649065971375,4742537,0.135340422391891,-0.324399560689926,0.0335449352860451,-0.0584997944533825,0.144959986209869,0.238389134407043
17750.00,2.80649065971375,4742537,0.126088261604309,-0.329536318778992,0.00926785543560982,-0.0584997944533825,0.144959986209869,0.238389134407043
17875.00,2.84837865829468,4853959,0.116813950240612,-0.331319481134415,-0.0288544241338968,-0.0674462914466858,0.141104757785797,0.234011769294739
18000.00,2.84837865829468,4853959,0.107993088662624,-0.333751380443573,-0.058956503868103,-0.0674462914466858,0.141104757785797,0.234011769294739
18125.00,2.89026665687561,4966081,0.102082036435604,-0.335810601711273,-0.0687797218561172,-0.0963883921504021,0.152755707502365,0.207368135452271
18250.00,2.93215465545654,5077805,0.103224895894527,-0.333746045827866,-0.0550893135368824,-0.0951048135757446,0.142168328166008,0.211424186825752
18375.00,2.93215465545654,5077805,0.105729542672634,-0.331767618656158,-0.0173722095787525,-0.0951048135757446,0.142168328166008,0.211424186825752
18500.00,2.97404265403748,5189804,0.105656407773495,-0.331718474626541,0.0291825532913208,-0.053406398743391,0.0961613208055496,0.248305335640907
18625.00,2.97404265403748,5189804,0.101672157645226,-0.331814646720886,0.0872293561697006,-0.053406398743391,0.0961613208055496,0.248305335640907
18750.00,3.01593065261841,5301525,0.0936537384986877,-0.328251332044601,0.147742584347725,0.0187865793704987,0.0183539763092995,0.295181542634964
18875.00,3.01593065261841,5301525,0.0828175768256187,-0.325258880853653,0.184577107429504,0.0187865793704987,0.0183539763092995,0.295181542634964
19000.00,3.05781865119934,5413484,0.072775773704052,-0.326386630535126,0.19069616496563,0.0638310611248016,-0.0379626750946045,0.310731917619705
19125.00,3.05781865119934,5413484,0.0634622573852539,-0.332216322422028,0.171312391757965,0.0638310611248016,-0.0379626750946045,0.310731917619705
19250.00,3.09970664978027,5525043,0.0579657182097435,-0.341818869113922,0.122281260788441,0.0558067634701729,-0.0433512143790722,0.298337340354919
19375.00,3.09970664978027,5525043,0.0572376661002636,-0.350398808717728,0.0665651485323906,0.0558067634701729,-0.0433512143790722,0.298337340354919
19500.00,3.14159464836121,5637032,0.0583238676190376,-0.355141580104828,0.0228001289069653,0.00538522517308593,-0.0053857397288084,0.274866819381714
19625.00,3.14159464836121,5637032,0.0585581138730049,-0.359600365161896,0.00141756108496338,0.00538522517308593,-0.0053857397288084,0.274866819381714
19750.00,3.18348264694214,5749123,0.0572479069232941,-0.364923804998398,0.00387935270555317,-0.0329901129007339,0.0220841243863106,0.260874420404434
19875.00,3.18348264694214,5749123,0.0528236366808414,-0.371913462877274,0.0230410993099213,-0.0171949565410614,-0.00572923012077808,0.273708164691925
20000.00,3.22537064552307,5860933,0.0463303402066231,-0.375400900840759,0.0521343313157558,-0.0171949565410614,-0.00572923012077808,0.273708164691925
20125.00,3.267258644104,5972847,0.0405207872390747,-0.371971011161804,0.0810218378901482,0.0171531327068806,-0.053023237735033,0.282859027385712
20250.00,3.267258644104,5972847,0.0375766940414906,-0.362375855445862,0.104822717607021,0.0171531327068806,-0.053023237735033,0.282859027385712
20375.00,3.30914664268494,6084635,0.0348351784050465,-0.350262939929962,0.121437177062035,0.0466723591089249,-0.0939061492681503,0.275344878435135
20500.00,3.30914664268494,6084635,0.0286408569663763,-0.340415120124817,0.128307044506073,0.0466723591089249,-0.0939061492681503,0.275344878435135
20625.00,3.35103464126587,6196301,0.0192867200821638,-0.336082011461258,0.127211064100266,0.0593146458268166,-0.115613207221031,0.258627831935883
20750.00,3.35103464126587,6196301,0.00931890029460192,-0.335393041372299,0.123120404779911,0.0593146458268166,-0.115613207221031,0.258627831935883
20875.00,3.3929226398468,6308513,9.12493051146157E-05,-0.338203102350235,0.116146966814995,0.0666447207331657,-0.130828499794006,0.241562590003014
21000.00,3.3929226398468,6308513,-0.00754895294085145,-0.342490434646606,0.0918715819716454,0.0666447207331657,-0.130828499794006,0.241562590003014
21125.00,3.43481063842773,6420523,-0.0135600352659822,-0.345424324274063,0.0670685023069382,0.0532974861562252,-0.12423337996006,0.22707961499691
21250.00,3.43481063842773,6420523,-0.0184245761483908,-0.348092645406723,0.0571174249053001,0.0532974861562252,-0.12423337996006,0.22707961499691
21375.00,3.47669863700867,6532123,-0.0227642115205526,-0.350013941526413,0.0670491456985474,0.0436141937971115,-0.121745809912682,0.216986805200577
21500.00,3.47669863700867,6532123,-0.0264813154935837,-0.352202653884888,0.0879621505737305,0.0436141937971115,-0.121745809912682,0.216986805200577
21625.00,3.5185866355896,6644254,-0.031243709847331,-0.355773836374283,0.107943937182426,0.0660739690065384,-0.15541273355484,0.213040560483932
21750.00,3.56047463417053,6756199,-0.0378290191292763,-0.359504908323288,0.118616037070751,0.088743194937706,-0.189512312412262,0.207468152046204
21875.00,3.56047463417053,6756199,-0.0448252335190773,-0.358667463064194,0.0888036638498306,0.088743194937706,-0.189512312412262,0.207468152046204
22000.00,3.60236263275146,6867719,-0.0523600615561008,-0.354005485773087,0.0436193272471428,0.0621886849403381,-0.162348136305809,0.187184706330299
22125.00,3.60236263275146,6867719,-0.0585869215428829,-0.349464327096939,0.0154065862298012,0.0621886849403381,-0.162348136305809,0.187184706330299
22250.00,3.6442506313324,6979691,-0.0636583417654037,-0.346611082553864,0.0144491549581289,0.0423891246318817,-0.140648111701012,0.167847722768784
22375.00,3.6442506313324,6979691,-0.0681545808911324,-0.342133969068527,0.052633710205555,0.0423891246318817,-0.140648111701012,0.167847722768784
22500.00,3.68613862991333,7091797,-0.0725416839122772,-0.33606019616127,0.132265746593475,0.0842639654874802,-0.190732806921005,0.15227547287941
22625.00,3.68613862991333,7091797,-0.0765764564275742,-0.330221563577652,0.218493536114693,0.0842639654874802,-0.190732806921005,0.15227547287941
22750.00,3.72802662849426,7203245,-0.0779462903738022,-0.324519962072372,0.293871939182281,0.186366945505142,-0.307336032390594,0.125808268785477
22875.00,3.72802662849426,7203245,-0.0765451416373253,-0.318052977323532,0.342869371175766,0.186366945505142,-0.307336032390594,0.125808268785477
23000.00,3.7699146270752,7315431,-0.0788062661886215,-0.314291685819626,0.353714138269424,0.242149084806442,-0.372710287570953,0.101026445627213
23125.00,3.7699146270752,7315431,-0.0881206914782524,-0.311455756425858,0.331874400377274,0.242149084806442,-0.372710287570953,0.101026445627213
23250.00,3.81180262565613,7427199,-0.10383365303278,-0.310019761323929,0.277153372764587,0.242484271526337,-0.369469404220581,0.0757787525653839
23375.00,3.81180262565613,7427199,-0.122121460735798,-0.311111778020859,0.188588097691536,0.179388254880905,-0.285797119140625,0.0565612837672234
23500.00,3.85369062423706,7539071,-0.134340971708298,-0.311957329511642,0.112310335040092,0.179388254880905,-0.285797119140625,0.0565612837672234
23625.00,3.89557862281799,7651098,-0.135003298521042,-0.312302142381668,0.0729641616344452,0.125653073191643,-0.221585214138031,0.0524102300405502
23750.00,3.89557862281799,7651098,-0.129775628447533,-0.315640211105347,0.0708738267421722,0.125653073191643,-0.221585214138031,0.0524102300405502
23875.00,3.93746662139893,7762768,-0.124961979687214,-0.319790869951248,0.0975582003593445,0.122819110751152,-0.228093862533569,0.0514648333191872
24000.00,3.93746662139893,7762768,-0.122969731688499,-0.323349833488464,0.137233585119247,0.122819110751152,-0.228093862533569,0.0514648333191872
24125.00,3.97935461997986,7874828,-0.124907642602921,-0.325817674398422,0.184991061687469,0.158742412924767,-0.273957341909409,0.0330653414130211
24250.00,3.97935461997986,7874828,-0.131855338811874,-0.325279802083969,0.238561287522316,0.158742412924767,-0.273957341909409,0.0330653414130211
24375.00,4.02124261856079,7986201,-0.143518581986427,-0.31717449426651,0.279285699129105,0.224847078323364,-0.340030163526535,-0.0105138123035431
24500.00,4.02124261856079,7986201,-0.156637862324715,-0.301908433437347,0.30009588599205,0.224847078323364,-0.340030163526535,-0.0105138123035431
24625.00,4.06313037872314,8098357,-0.168955594301224,-0.285614728927612,0.301391839981079,0.267615646123886,-0.356708109378815,-0.0652196705341339
