Time (microseconds),Ia,Controller.Vd_Ref,Controller.Vq_Ref,Controller.Id_Ref,Controller.Iq_Ref,Controller.Id,Controller.Iq
0.00,-0.211533978581429,0.0544912070035934,-0.0343348644673824,1,-0.699999988079071,0.139002308249474,-0.161199241876602
208125.00,0.0903862416744232,0.058742418885231,-0.0434548035264015,1,-0.699999988079071,0.215617150068283,-0.114601783454418
416250.00,0.323035031557083,0.0611955411732197,-0.0469229072332382,1,-0.699999988079071,0.315594226121902,-0.158175513148308
624375.00,-0.0140999015420675,0.0696664601564407,-0.0488387942314148,1,-0.699999988079071,0.308452576398849,-0.221525996923447
832500.00,-0.375686705112457,0.079199805855751,-0.0534900426864624,1,-0.699999988079071,0.280123680830002,-0.236374199390411
1040625.00,-0.119060210883617,0.0846089124679565,-0.0613582283258438,1,-0.699999988079071,0.317510992288589,-0.194909811019897
1248750.00,0.364902704954147,0.0884976983070374,-0.0664388239383698,1,-0.699999988079071,0.372053742408752,-0.198698535561562
1456875.00,0.302502423524857,0.0926243960857391,-0.0674668923020363,1,-0.699999988079071,0.419201791286469,-0.265868008136749
1665000.00,-0.305827409029007,0.0996682494878769,-0.0688367411494255,1,-0.699999988079071,0.412966370582581,-0.32350766658783
1873125.00,-0.561482667922974,0.10234584659338,-0.0732942447066307,1,-0.699999988079071,0.476150393486023,-0.326473295688629
2081250.00,0.155216425657272,0.111107528209686,-0.0803430899977684,1,-0.699999988079071,0.432962596416473,-0.28458160161972
2289375.00,0.566112697124481,0.111682720482349,-0.084563359618187,1,-0.699999988079071,0.522586286067963,-0.287993788719177
2497500.00,0.0180194210261106,0.118263058364391,-0.0858907774090767,1,-0.699999988079071,0.507934868335724,-0.336491107940674
2705625.00,-0.590397477149963,0.125726416707039,-0.0873529836535454,1,-0.699999988079071,0.47395583987236,-0.378338515758514
2913750.00,-0.266474157571793,0.128852069377899,-0.0932674258947372,1,-0.699999988079071,0.511283278465271,-0.345852345228195
3121875.00,0.542236328125,0.131407171487808,-0.0976267457008362,1,-0.699999988079071,0.55424427986145,-0.337101936340332
3330000.00,0.502669036388397,0.130018189549446,-0.0974379777908325,1,-0.699999988079071,0.659550964832306,-0.401290088891983
3538125.00,-0.403223216533661,0.1389479637146,-0.0995526239275932,1,-0.699999988079071,0.587158918380737,-0.423614263534546
3746250.00,-0.656089007854462,0.144522711634636,-0.104325152933598,1,-0.699999988079071,0.570426046848297,-0.399758636951447
3954375.00,0.153936773538589,0.147266551852226,-0.108521349728107,1,-0.699999988079071,0.597429931163788,-0.38692232966423
4162500.00,0.750721454620361,0.147908091545105,-0.111835956573486,1,-0.699999988079071,0.657113254070282,-0.385478794574738
4370625.00,0.0519887618720531,0.149568453431129,-0.112884864211082,1,-0.699999988079071,0.696344971656799,-0.419400572776794
4578750.00,-0.771577715873718,0.156311899423599,-0.113267675042152,1,-0.699999988079071,0.650136291980743,-0.461291164159775
4786875.00,-0.440881043672562,0.160678669810295,-0.116084061563015,1,-0.699999988079071,0.640762269496918,-0.462308585643768
4995000.00,0.633486568927765,0.161293908953667,-0.121955282986164,1,-0.699999988079071,0.692065954208374,-0.411220610141754
5203125.00,0.641697525978088,0.162704348564148,-0.121830753982067,1,-0.699999988079071,0.725939989089966,-0.458835035562515
5411250.00,-0.386005967855453,0.167667239904404,-0.120799258351326,1,-0.699999988079071,0.698159396648407,-0.518349528312683
5619375.00,-0.815119445323944,0.170271411538124,-0.125622048974037,1,-0.699999988079071,0.70867931842804,-0.478719145059586
5827500.00,0.0966254025697708,0.174039602279663,-0.127555266022682,1,-0.699999988079071,0.697988331317902,-0.486462026834488
6035625.00,0.908368527889252,0.171642452478409,-0.131575152277946,1,-0.699999988079071,0.785377204418182,-0.459197163581848
6243750.00,0.23185196518898,0.175024881958961,-0.130280405282974,1,-0.699999988079071,0.775783538818359,-0.518728792667389
6451875.00,-0.8017258644104,0.183037281036377,-0.13023941218853,1,-0.699999988079071,0.687986433506012,-0.554548919200897
6660000.00,-0.526071190834045,0.183600708842278,-0.134938329458237,1,-0.699999988079071,0.722337126731873,-0.511234283447266
6868125.00,0.683615624904633,0.182199031114578,-0.139946699142456,1,-0.699999988079071,0.788087487220764,-0.463221311569214
7076250.00,0.733920931816101,0.185531258583069,-0.141735345125198,1,-0.699999988079071,0.773161768913269,-0.466718345880508
7284375.00,-0.357739359140396,0.185698300600052,-0.136553660035133,1,-0.699999988079071,0.809426784515381,-0.586091756820679
7492500.00,-0.9238440990448,0.191090330481529,-0.141351312398911,1,-0.699999988079071,0.760087907314301,-0.536832809448242
7700625.00,0.065263144671917,0.190250307321548,-0.144538044929504,1,-0.699999988079071,0.810601592063904,-0.515048086643219
7908750.00,1.06800305843353,0.185108438134193,-0.147301912307739,1,-0.699999988079071,0.930088639259338,-0.499350100755692
8116875.00,0.341591387987137,0.191404297947884,-0.144212737679482,1,-0.699999988079071,0.858858346939087,-0.578599274158478
8325000.00,-0.868424892425537,0.196807891130447,-0.146008372306824,1,-0.699999988079071,0.801390826702118,-0.575381755828857
8533125.00,-0.642352938652039,0.196708500385284,-0.148484110832214,1,-0.699999988079071,0.83534574508667,-0.561404049396515
