Time (seconds),Controller.Vd_Ref,Controller.Vq_Ref,Ic,Controller.Id_Ref,Controller.Iq_Ref,Controller.Id,Controller.Iq
0.000000,-0.105455256998539,0.0863464623689651,0.109792411327362,0.800000011920929,5,-1.96241188049316,2.14817404747009
0.145833,-0.100271731615067,0.082460843026638,0.555073738098145,0.800000011920929,5,-0.393743127584457,2.3928689956665
0.291667,-0.105363808572292,0.0880846753716469,-0.0140306437388062,0.800000011920929,5,0.00979876518249512,2.32813882827759
0.437500,-0.101844951510429,0.0936908647418022,-0.758293688297272,0.800000011920929,5,-0.0777435302734375,2.2632782459259
0.583333,-0.102545380592346,0.0958978980779648,1.47526466846466,0.800000011920929,5,0.105382025241852,2.30884552001953
0.729167,-0.0942720472812653,0.0976541787385941,-2.03880286216736,0.800000011920929,5,-0.100774422287941,2.36733841896057
0.875000,-0.0967462509870529,0.100986585021019,2.35014009475708,0.800000011920929,5,-0.0727344155311584,2.37025547027588
1.020833,-0.0958201587200165,0.100012682378292,-2.43981122970581,0.800000011920929,5,-0.00819516181945801,2.5148229598999
1.166667,-0.100699104368687,0.103310227394104,2.1930730342865,0.800000011920929,5,-0.0557912588119507,2.51447439193726
1.312500,-0.104423753917217,0.101717725396156,-1.71885585784912,0.800000011920929,5,0.0317184627056122,2.67480707168579
1.458333,-0.101101644337177,0.104848481714725,0.949933290481567,0.800000011920929,5,0.00130918622016907,2.67606472969055
1.604167,-0.106689237058163,0.10605263710022,-0.110914960503578,0.800000011920929,5,0.196433544158936,2.73859786987305
1.750000,-0.102724172174931,0.109669670462608,-0.835584342479706,0.800000011920929,5,0.0499129295349121,2.71937298774719
1.895833,-0.100645065307617,0.112807832658291,1.72458386421204,0.800000011920929,5,0.164037585258484,2.7136607170105
2.041667,-0.0938149392604828,0.113150961697102,-2.35176515579224,0.800000011920929,5,0.0994372516870499,2.79969429969788
2.187500,-0.0974863544106483,0.117851942777634,2.72671937942505,0.800000011920929,5,0.0920934677124023,2.73847413063049
2.333333,-0.0981464385986328,0.114944063127041,-2.82630634307861,0.800000011920929,5,0.00279974937438965,2.92879009246826
2.479167,-0.0982502996921539,0.117738530039787,2.53539037704468,0.800000011920929,5,-0.00740671157836914,2.92694067955017
2.625000,-0.10310135781765,0.115072324872017,-1.98201084136963,0.800000011920929,5,0.117529928684235,3.10545778274536
2.770833,-0.101194627583027,0.119333811104298,1.09568011760712,0.800000011920929,5,0.0965543389320374,3.05142712593079
2.916667,-0.108519449830055,0.119148440659046,-0.0996748581528664,0.800000011920929,5,0.242852449417114,3.14308881759644
3.062500,-0.098870687186718,0.121839970350266,-0.95853728055954,0.800000011920929,5,0.183411002159119,3.13817262649536
3.208333,-0.0979340597987175,0.128085911273956,1.77925252914429,0.800000011920929,5,0.412800848484039,3.01262092590332
3.354167,-0.0944366976618767,0.12671947479248,-2.69092750549316,0.800000011920929,5,0.0958805754780769,3.13935565948486
3.500000,-0.0995810776948929,0.129430934786797,3.11349892616272,0.800000011920929,5,0.129253387451172,3.12832713127136
3.645833,-0.097366988658905,0.127826541662216,-3.15767312049866,0.800000011920929,5,0.167350649833679,3.25968980789185
3.791667,-0.0974071621894836,0.130716800689697,2.8379225730896,0.800000011920929,5,0.108898639678955,3.23970317840576
3.937500,-0.10614462941885,0.127474665641785,-2.14063215255737,0.800000011920929,5,0.204994082450867,3.4221522808075
4.083333,-0.102041773498058,0.129964515566826,1.20966267585754,0.800000011920929,5,0.190592467784882,3.41242361068726
4.229167,-0.107571311295033,0.131741493940353,-0.103707559406757,0.800000011920929,5,0.372674465179443,3.42441701889038
4.375000,-0.0983326286077499,0.133155554533005,-1.08054637908936,0.800000011920929,5,0.271772742271423,3.44836378097534
4.520833,-0.0997638180851936,0.137998998165131,2.06406807899475,0.800000011920929,5,0.437537491321564,3.35596704483032
4.666667,-0.0965475887060165,0.137175604701042,-2.96796226501465,0.800000011920929,5,0.203263655304909,3.451735496521
4.812500,-0.0960648655891418,0.140391767024994,3.36909961700439,0.800000011920929,5,0.267522156238556,3.41102170944214
4.958333,-0.0967666804790497,0.137958005070686,-3.4695930480957,0.800000011920929,5,0.290198802947998,3.55749249458313
5.104167,-0.0979704558849335,0.140909150242805,3.07017350196838,0.800000011920929,5,0.164943933486938,3.52324914932251
5.250000,-0.10597538203001,0.139244213700294,-2.37900996208191,0.800000011920929,5,0.357341974973679,3.64103031158447
5.395833,-0.101700358092785,0.139839932322502,1.2425525188446,0.800000011920929,5,0.231699109077454,3.68278312683105
5.541667,-0.105174921452999,0.14131960272789,-0.106636561453342,0.800000011920929,5,0.473158359527588,3.69302654266357
5.687500,-0.100551210343838,0.143941313028336,-1.19583475589752,0.800000011920929,5,0.348409533500671,3.66513252258301
5.833333,-0.0989860817790031,0.149042814970016,2.2239727973938,0.800000011920929,5,0.535989284515381,3.55282521247864
5.979167,-0.095789909362793,0.145881950855255,-3.24005007743835,0.800000011920929,5,0.254591763019562,3.71584606170654
6.125000,-0.096100777387619,0.150137856602669,3.61534357070923,0.800000011920929,5,0.308660745620728,3.62957453727722
6.270833,-0.0972480773925781,0.146276071667671,-3.71006941795349,0.800000011920929,5,0.302656054496765,3.81306505203247
6.416667,-0.100058779120445,0.149571567773819,3.2280855178833,0.800000011920929,5,0.258945107460022,3.75703716278076
6.562500,-0.105082012712955,0.144896447658539,-2.47891545295715,0.800000011920929,5,0.405406594276428,3.9652886390686
6.708333,-0.0995503813028336,0.149717703461647,1.30606830120087,0.800000011920929,5,0.33406925201416,3.85617804527283
6.854167,-0.107090845704079,0.149200960993767,-0.00629967730492353,0.800000011920929,5,0.519994974136353,3.9232120513916
7.000000,-0.10065733641386,0.148331314325333,-1.35748183727264,0.800000011920929,5,0.441227912902832,4.00203084945679
7.145833,-0.0991380736231804,0.155387058854103,2.41548633575439,0.800000011920929,5,0.660354018211365,3.81514716148376
7.291667,-0.094836913049221,0.154527127742767,-3.40858554840088,0.800000011920929,5,0.400113552808762,3.89184045791626
7.437500,-0.0972582399845123,0.158734634518623,3.77411866188049,0.800000011920929,5,0.379512071609497,3.79853057861328
7.583333,-0.0983507335186005,0.153812482953072,-3.88339686393738,0.800000011920929,5,0.394083857536316,4.00847959518433
7.729167,-0.0990214422345161,0.156356155872345,3.33271217346191,0.800000011920929,5,0.284679770469666,3.96872091293335
7.875000,-0.104088827967644,0.154889553785324,-2.54080009460449,0.800000011920929,5,0.537651062011719,4.06144285202026
8.020833,-0.100814640522003,0.15623277425766,1.25992691516876,0.800000011920929,5,0.325446665287018,4.06018543243408
8.166667,-0.109538041055202,0.155221194028854,0.0505150333046913,0.800000011920929,5,0.591170907020569,4.13548946380615
8.312500,-0.100292451679707,0.156370118260384,-1.4528636932373,0.800000011920929,5,0.504577040672302,4.13919115066528
8.458333,-0.0987258106470108,0.162828877568245,2.53234076499939,0.800000011920929,5,0.756202876567841,3.96401906013489
8.604167,-0.096232108771801,0.161489993333817,-3.54723787307739,0.800000011920929,5,0.452515363693237,4.04873323440552
8.750000,-0.0981407016515732,0.163749560713768,4.02725172042847,0.800000011920929,5,0.388939380645752,4.01235628128052
8.895833,-0.0979177504777908,0.159625619649887,-4.03909206390381,0.800000011920929,5,0.400947332382202,4.18817138671875
9.041667,-0.0988224372267723,0.161217883229256,3.47753286361694,0.800000011920929,5,0.31672990322113,4.17274808883667
9.187500,-0.105818532407284,0.159605696797371,-2.58990073204041,0.800000011920929,5,0.546472728252411,4.26321220397949
9.333333,-0.101631946861744,0.159689351916313,1.2514545917511,0.800000011920929,5,0.380866825580597,4.29688262939453
9.479167,-0.107506215572357,0.162339821457863,0.07565538585186,0.800000011920929,5,0.691810965538025,4.24299430847168
9.625000,-0.0969944670796394,0.164540112018585,-1.5166836977005,0.800000011920929,5,0.575973510742188,4.20495891571045
9.770833,-0.0984615311026573,0.169440701603889,2.69048547744751,0.800000011920929,5,0.727965176105499,4.07534074783325
9.916667,-0.0975282192230225,0.165899410843849,-3.76964139938354,0.800000011920929,5,0.429337114095688,4.22736692428589
10.062500,-0.098029799759388,0.169942587614059,4.15259742736816,0.800000011920929,5,0.46789026260376,4.12520551681519
10.208333,-0.0965000987052917,0.165328443050385,-4.1727237701416,0.800000011920929,5,0.51836371421814,4.31075859069824
10.354167,-0.098987765610218,0.167675986886024,3.56263875961304,0.800000011920929,5,0.382358074188232,4.26443481445313
10.500000,-0.106946140527725,0.163219630718231,-2.66174268722534,0.800000011920929,5,0.641655325889587,4.44365739822388
10.645833,-0.101176254451275,0.166464954614639,1.26402354240417,0.800000011920929,5,0.511300086975098,4.36656761169434
10.791667,-0.104902923107147,0.168585330247879,0.140081092715263,0.800000011920929,5,0.758081316947937,4.32512712478638
10.937500,-0.0978837162256241,0.168894678354263,-1.70835840702057,0.800000011920929,5,0.57391893863678,4.34462928771973
11.083333,-0.0992684438824654,0.173681288957596,2.90959572792053,0.800000011920929,5,0.723498642444611,4.21345043182373
11.229167,-0.0945204645395279,0.170703068375587,-3.89553809165955,0.800000011920929,5,0.493593245744705,4.34126377105713
