Time (seconds),Ic,Controller.Id_Ref,Controller.Iq_Ref,Controller.Id,Controller.Iq
0.000000,0.429349333047867,0.800000011920929,5,-0.279100745916367,0.942996859550476
0.208125,1.04873812198639,0.800000011920929,5,-0.251646667718887,1.00738763809204
0.416250,0.0109078194946051,0.800000011920929,5,-0.307015180587769,1.13897001743317
0.624375,-1.27166414260864,0.800000011920929,5,-0.327563762664795,1.2853946685791
0.832500,-0.677710771560669,0.800000011920929,5,-0.240619957447052,1.56731021404266
1.040625,1.30329918861389,0.800000011920929,5,-0.206762909889221,1.62592017650604
1.248750,1.35958659648895,0.800000011920929,5,-0.234960675239563,1.72762537002563
1.456875,-0.83792370557785,0.800000011920929,5,-0.178005695343018,1.83350849151611
1.665000,-1.85963177680969,0.800000011920929,5,-0.246874332427979,1.9729859828949
1.873125,0.173855945467949,0.800000011920929,5,-0.0647419095039368,2.19003224372864
2.081250,2.17419672012329,0.800000011920929,5,-0.0619010925292969,2.17287683486938
2.289375,0.70272296667099,0.800000011920929,5,-0.113138735294342,2.25398278236389
2.497500,-2.08962321281433,0.800000011920929,5,-0.191175892949104,2.35610866546631
2.705625,-1.61449134349823,0.800000011920929,5,-0.0276329815387726,2.58626937866211
2.913750,1.53438019752502,0.800000011920929,5,0.151971518993378,2.61005973815918
3.121875,2.40327167510986,0.800000011920929,5,-0.0112574100494385,2.67565250396729
3.330000,-0.763869345188141,0.800000011920929,5,0.0281025171279907,2.69393014907837
3.538125,-2.73044037818909,0.800000011920929,5,-0.11736011505127,2.81732225418091
3.746250,-0.299671292304993,0.800000011920929,5,0.181296706199646,3.0040123462677
3.954375,2.8261992931366,0.800000011920929,5,0.113426268100739,2.91354179382324
4.162500,1.38515841960907,0.800000011920929,5,0.111712887883186,2.97542381286621
4.370625,-2.40802216529846,0.800000011920929,5,0.124588042497635,3.06743407249451
4.578750,-2.4005880355835,0.800000011920929,5,0.114103555679321,3.300940990448
4.786875,1.56348562240601,0.800000011920929,5,0.339866638183594,3.22929096221924
4.995000,3.08580899238586,0.800000011920929,5,0.120754599571228,3.25528049468994
5.203125,-0.5593341588974,0.800000011920929,5,0.11547315120697,3.35015821456909
5.411250,-3.44818091392517,0.800000011920929,5,0.147791862487793,3.46318197250366
5.619375,-0.829597294330597,0.800000011920929,5,0.36321759223938,3.60216426849365
5.827500,3.16317510604858,0.800000011920929,5,0.312555253505707,3.47506165504456
6.035625,2.01259994506836,0.800000011920929,5,0.223499089479446,3.60805463790894
6.243750,-2.57977676391602,0.800000011920929,5,0.228220045566559,3.63265681266785
6.451875,-3.03974533081055,0.800000011920929,5,0.264108657836914,3.75497651100159
6.660000,1.40802562236786,0.800000011920929,5,0.545506596565247,3.79319381713867
6.868125,3.61419320106506,0.800000011920929,5,0.303678870201111,3.66829109191895
7.076250,-0.142692148685455,0.800000011920929,5,0.279425144195557,3.81087708473206
7.284375,-3.7861750125885,0.800000011920929,5,0.267943501472473,3.84592008590698
7.492500,-1.41442620754242,0.800000011920929,5,0.517204880714417,4.03625869750977
7.700625,3.27033162117004,0.800000011920929,5,0.503764688968658,3.7947781085968
7.908750,2.653244972229,0.800000011920929,5,0.376651912927628,3.96686792373657
8.116875,-2.48475694656372,0.800000011920929,5,0.348321437835693,3.9543821811676
8.325000,-3.59880399703979,0.800000011920929,5,0.369932770729065,4.17931270599365
8.533125,1.05858266353607,0.800000011920929,5,0.672191143035889,4.05600547790527
8.741250,4.00614023208618,0.800000011920929,5,0.401511549949646,3.99644899368286
8.949375,0.278281599283218,0.800000011920929,5,0.440507769584656,4.11742782592773
9.157500,-4.10141658782959,0.800000011920929,5,0.369364738464355,4.18819761276245
9.365625,-1.98130583763123,0.800000011920929,5,0.637689530849457,4.36651515960693
9.573750,3.30461645126343,0.800000011920929,5,0.671599745750427,4.11522150039673
9.781875,3.05658197402954,0.800000011920929,5,0.394289791584015,4.19429779052734
9.990000,-2.28965926170349,0.800000011920929,5,0.45772659778595,4.20637464523315
