Time (seconds),Controller.Vd_Ref,Controller.Vq_Ref,Ic,Controller.Id_Ref,Controller.Iq_Ref,Controller.Id,Controller.Iq,V_DC
0.000000,0.00982878636568785,0.0374929308891296,0.04715845733881,0.800000011920929,5,-0.327441573143005,0.947425186634064,34.204906463623
0.208125,0.0164469629526138,0.0598709993064404,1.42276155948639,0.800000011920929,5,-0.187782272696495,1.4822940826416,28.419225692749
0.416250,0.0231471434235573,0.0801041200757027,1.0636214017868,0.800000011920929,5,-0.173308685421944,1.86049044132233,26.7294597625732
0.624375,0.0291674230247736,0.0972860902547836,-1.55779051780701,0.800000011920929,5,-0.129316031932831,2.27376317977905,25.336296081543
0.832500,0.0344480313360691,0.1104950979352,-2.38531827926636,0.800000011920929,5,-0.0601398944854736,2.86178946495056,22.1503868103027
1.040625,0.0373986400663853,0.122337006032467,0.841806650161743,0.800000011920929,5,0.314706444740295,3.22098588943481,24.7228698730469
1.248750,0.0418580733239651,0.133329629898071,3.37108135223389,0.800000011920929,5,0.254674911499023,3.35241365432739,25.6306076049805
1.456875,0.0455132834613323,0.142114967107773,0.357554495334625,0.800000011920929,5,0.242395162582397,3.58738827705383,25.8770065307617
1.665000,0.0488159209489822,0.149362444877625,-3.66537284851074,0.800000011920929,5,0.221618592739105,3.83230471611023,24.6406173706055
1.873125,0.0502670109272003,0.15458419919014,-1.98796033859253,0.800000011920929,5,0.480934470891953,4.21925926208496,25.8834171295166
2.081250,0.0512645617127419,0.161326095461845,3.11402130126953,0.800000011920929,5,0.723292708396912,4.09064483642578,25.683500289917
2.289375,0.0547054894268513,0.166045069694519,3.30297613143921,0.800000011920929,5,0.448125720024109,4.2084846496582,26.0748844146729
2.497500,0.0561106353998184,0.16972228884697,-2.073894739151,0.800000011920929,5,0.529481410980225,4.36576366424561,26.7993927001953
2.705625,0.0580102168023586,0.172640532255173,-4.26171493530273,0.800000011920929,5,0.480545878410339,4.55456113815308,25.3954010009766
2.913750,0.0575492829084396,0.175266057252884,0.439615398645401,0.800000011920929,5,0.842859148979187,4.67018270492554,26.7027549743652
3.121875,0.0597596913576126,0.178640469908714,4.56212663650513,0.800000011920929,5,0.614386320114136,4.55770540237427,23.1287307739258
3.330000,0.060802299529314,0.180787965655327,1.17152392864227,0.800000011920929,5,0.616741180419922,4.6186728477478,22.2375144958496
3.538125,0.062337402254343,0.182646378874779,-4.27133560180664,0.800000011920929,5,0.504997313022614,4.67091846466064,24.2766799926758
3.746250,0.0618763230741024,0.182942643761635,-2.9132068157196,0.800000011920929,5,0.773298025131226,4.96062755584717,26.3807163238525
3.954375,0.0610865242779255,0.185658946633339,3.19508600234985,0.800000011920929,5,1.04525852203369,4.71790981292725,26.444953918457
4.162500,0.0638388693332672,0.186469584703445,4.07961177825928,0.800000011920929,5,0.62660813331604,4.80945205688477,24.3758525848389
4.370625,0.0643875598907471,0.187700092792511,-1.88780105113983,0.800000011920929,5,0.633910179138184,4.79005241394043,26.7316722869873
4.578750,0.0651178061962128,0.187731936573982,-4.81431007385254,0.800000011920929,5,0.60073709487915,4.96744632720947,24.4920272827148
4.786875,0.0641407817602158,0.188253298401833,0.0230596102774143,0.800000011920929,5,0.877790451049805,5.00348854064941,26.7759132385254
4.995000,0.0648828223347664,0.189765378832817,4.82276916503906,0.800000011920929,5,0.787407279014587,4.83859920501709,24.0467205047607
5.203125,0.0656439363956451,0.190438851714134,1.70604538917542,0.800000011920929,5,0.70310652256012,4.82562637329102,26.4138507843018
5.411250,0.0668274536728859,0.190409973263741,-4.30625629425049,0.800000011920929,5,0.552510380744934,4.93376302719116,25.1250305175781
5.619375,0.0660951137542725,0.189790114760399,-3.36925625801086,0.800000011920929,5,0.77525806427002,5.1226806640625,25.3225631713867
5.827500,0.0648000836372375,0.190928980708122,2.95831251144409,0.800000011920929,5,1.06756985187531,4.95180225372314,24.5469169616699
6.035625,0.0672508478164673,0.191661790013313,4.36570882797241,0.800000011920929,5,0.622710227966309,4.86965942382813,24.549991607666
6.243750,0.0670401602983475,0.191645741462708,-1.46833181381226,0.800000011920929,5,0.723327875137329,4.92873382568359,24.4788722991943
6.451875,0.0679272711277008,0.191355690360069,-4.96696901321411,0.800000011920929,5,0.609622240066528,5.0254020690918,27.0144424438477
6.660000,0.0664208307862282,0.190982654690742,-0.472156137228012,0.800000011920929,5,0.964507579803467,5.10753917694092,26.762035369873
6.868125,0.0672401413321495,0.192358925938606,4.74352407455444,0.800000011920929,5,0.814602732658386,4.85329437255859,27.9000663757324
7.076250,0.0681148022413254,0.192006096243858,2.15088081359863,0.800000011920929,5,0.696171998977661,4.95243644714355,25.2477703094482
7.284375,0.0682847499847412,0.192278027534485,-4.01309394836426,0.800000011920929,5,0.703549742698669,4.92959880828857,25.3097801208496
7.492500,0.0683633908629417,0.191059961915016,-3.74580311775208,0.800000011920929,5,0.748988091945648,5.17978525161743,24.014820098877
