Time (microseconds),Controller.Theta,Theta_Aux_No_Use,Controller.Id,Controller.Iq
60833.33,1.42024898529053,7829360,0.846197247505188,0.122615486383438
61666.67,1.4707328081131,7969170,0.85387647151947,0.112878710031509
62500.00,1.52163052558899,8108980,0.670979976654053,0.547805309295654
63333.33,1.57124269008636,8248790,0.764541864395142,0.40726238489151
64166.67,1.61767816543579,8388600,0.803842782974243,0.31651508808136
65000.00,1.66227400302887,8528410,0.824534058570862,0.249878913164139
65833.33,1.73018538951874,8738125,0.831301212310791,0.216832548379898
66666.67,1.77574777603149,8877935,0.83539867401123,0.187815755605698
67500.00,1.82004594802856,9017745,0.839258968830109,0.164785712957382
68333.33,1.86716413497925,9157555,0.838250458240509,0.161825910210609
69166.67,1.91678607463837,9297365,0.838493406772614,0.160046696662903
70000.00,1.96686613559723,9437175,0.841798603534698,0.156933337450027
70833.33,2.01857423782349,9576985,0.84682297706604,0.144374042749405
71666.67,2.10348081588745,9786700,0.850370049476624,0.145636066794395
72500.00,2.16200113296509,9926510,0.857527673244476,0.145255848765373
73333.33,2.22066307067871,10066320,0.86318701505661,0.132643222808838
74166.67,2.28505206108093,10206130,0.872687697410584,0.130209177732468
75000.00,2.35103511810303,10345940,0.883848309516907,0.125359877943993
75833.33,2.41320490837097,10485750,0.891068279743195,0.123053640127182
76666.67,2.47162127494812,10625560,0.895337700843811,0.113097719848156
77500.00,2.55327248573303,10835275,0.898481488227844,0.113076984882355
78333.33,2.60196995735168,10975085,0.898821234703064,0.119397237896919
79166.67,2.64683198928833,11114895,0.902166545391083,0.115119501948357
80000.00,2.69089841842651,11254705,0.89990758895874,0.124435067176819
80833.33,2.73481702804565,11394515,0.894564211368561,0.13287889957428
81666.67,2.77687907218933,11534325,0.882489740848541,0.130276501178741
82500.00,2.81823873519897,11674135,0.872190535068512,0.120856076478958
83333.33,2.88427877426147,11883850,0.856602191925049,0.126546740531921
84166.67,2.92914295196533,12023660,0.835174143314362,0.136041969060898
85000.00,2.97553157806396,12163470,0.829022169113159,0.129326194524765
85833.33,3.02621459960938,12303280,0.820776343345642,0.135370492935181
86666.67,3.08134865760803,12443090,0.815585851669312,0.139250934123993
87500.00,3.13696098327637,12582900,0.813263535499573,0.141422420740128
88333.33,3.19345450401306,12722710,0.814080953598022,0.132901459932327
89166.67,3.2854380607605,12932425,0.8130943775177,0.135899871587753
90000.00,3.34705853462219,13072235,0.807223796844482,0.142069935798645
90833.33,3.40749835968018,13212045,0.807229518890381,0.132632046937943
91666.67,3.46881294250488,13351855,0.805252611637115,0.139589384198189
92500.00,3.52965354919434,13491665,0.806100070476532,0.152051508426666
93333.33,3.58695983886719,13631475,0.807586193084717,0.147210955619812
94166.67,3.64198303222656,13771285,0.809776067733765,0.133715331554413
95000.00,3.72456169128418,13981000,0.808736741542816,0.133595988154411
95833.33,3.77669787406921,14120810,0.803509175777435,0.133561104536057
96666.67,3.82385015487671,14260620,0.801478266716003,0.124123841524124
97500.00,3.86912751197815,14400430,0.795523345470428,0.12823885679245
98333.33,3.91370797157288,14540240,0.789087176322937,0.132856786251068
99166.67,3.95677757263184,14680050,0.783786654472351,0.136557579040527
100000.00,4.00046920776367,14819860,0.781952798366547,0.129102349281311
100833.33,4.0722131729126,15029575,0.778513312339783,0.134755432605743
101666.67,4.12342357635498,15169385,0.777295589447021,0.13762991130352
102500.00,4.17443513870239,15309195,0.779243230819702,0.127112746238708
103333.33,4.22946405410767,15449005,0.779420912265778,0.12812614440918
104166.67,4.28817892074585,15588815,0.773797988891602,0.125464767217636
105000.00,4.3467755317688,15728625,0.769443035125732,0.124659925699234
105833.33,4.40528535842896,15868435,0.768505692481995,0.115182250738144
106666.67,4.49629640579224,16078150,0.766436696052551,0.118746697902679
107500.00,4.55567646026611,16217960,0.762044787406921,0.120474576950073
108333.33,4.61022806167603,16357770,0.760659575462341,0.112269878387451
109166.67,4.66492414474487,16497580,0.757679402828217,0.1155686378479
110000.00,4.71853017807007,16637390,0.762340545654297,0.112487852573395
110833.33,4.76583957672119,16777200,0.769109964370728,0.107350081205368
111666.67,4.80965805053711,69905,0.772054314613342,0.0992399156093597
112500.00,4.87706565856934,279620,0.772471845149994,0.104214757680893
113333.33,4.92474746704102,419430,0.777003228664398,0.104883402585983
114166.67,4.97269010543823,559240,0.778197169303894,0.10098859667778
115000.00,5.02581787109375,699050,0.775032460689545,0.110889345407486
115833.33,5.08383893966675,838860,0.772985458374023,0.11993233859539
116666.67,5.14288187026978,978670,0.770861446857452,0.127674430608749
117500.00,5.20420455932617,1118480,0.769349932670593,0.124200239777565
118333.33,5.30414867401123,1328195,0.760503649711609,0.134613320231438
119166.67,5.37056016921997,1468005,0.755046725273132,0.141094326972961
120000.00,5.43390893936157,1607815,0.757188379764557,0.130073428153992
120833.33,5.49786996841431,1747625,0.759071946144104,0.134000033140182
121666.67,5.56091117858887,1887435,0.762615382671356,0.135538101196289
122500.00,5.61990165710449,2027245,0.766516029834747,0.137157574295998
123333.33,5.67599439620972,2167055,0.771039366722107,0.128576010465622
124166.67,5.75841426849365,2376770,0.774362921714783,0.13176417350769
125000.00,5.80991840362549,2516580,0.777327299118042,0.135518223047256
125833.33,5.85857677459717,2656390,0.77984744310379,0.127492666244507
126666.67,5.90691137313843,2796200,0.781032502651215,0.13353967666626
127500.00,5.95607042312622,2936010,0.781888663768768,0.137851923704147
128333.33,6.00296258926392,3075820,0.783399879932404,0.141296565532684
129166.67,6.04783058166504,3215630,0.786254048347473,0.133472979068756
130000.00,6.10983753204346,3425345,0.788241147994995,0.139397829771042
130833.33,6.14802932739258,3565155,0.793427467346191,0.145442247390747
131666.67,6.18560791015625,3704965,0.800484180450439,0.136817276477814
132500.00,6.22601413726807,3844775,0.808463096618652,0.141045928001404
133333.33,6.27017021179199,3984585,0.817484736442566,0.142643481492996
134166.67,6.31562757492065,4124395,0.826414704322815,0.142845153808594
135000.00,6.36315298080444,4264205,0.836929023265839,0.132132023572922
135833.33,6.44205474853516,4473920,0.847855925559998,0.132365316152573
136666.67,6.49548959732056,4613730,0.859817385673523,0.129354387521744
137500.00,6.54833936691284,4753540,0.866583585739136,0.119242742657661
138333.33,6.60253810882568,4893350,0.871575355529785,0.121367812156677
139166.67,6.65756559371948,5033160,0.874857842922211,0.122958853840828
140000.00,6.71033382415771,5172970,0.876999616622925,0.125180348753929
140833.33,6.76160573959351,5312780,0.878865957260132,0.118361704051495
141666.67,6.83974552154541,5522495,0.876991927623749,0.121041148900986
142500.00,6.89021158218384,5662305,0.870802044868469,0.124636374413967
143333.33,6.93835544586182,5802115,0.867744088172913,0.118222653865814
144166.67,6.98714733123779,5941925,0.861114323139191,0.124373190104961
145000.00,0.199526891112328,6081735,0.8553107380867,0.130147144198418
145833.33,0.447114735841751,6221545,0.851094126701355,0.135534897446632
146666.67,0.611559450626373,6361355,0.850558578968048,0.129733473062515
147500.00,0.787730991840363,6571070,0.849263608455658,0.136181578040123
148333.33,0.877551436424255,6710880,0.851960241794586,0.143647953867912
149166.67,0.952887296676636,6850690,0.856484651565552,0.137388750910759
150000.00,1.02268743515015,6990500,0.860206604003906,0.141313374042511
150833.33,1.08797788619995,7130310,0.865684866905212,0.142021268606186
151666.67,1.14777195453644,7270120,0.863662362098694,0.143778741359711
152500.00,1.20463371276855,7409930,0.865030646324158,0.13418772816658
153333.33,1.28814375400543,7619645,0.865318655967712,0.136083155870438
154166.67,1.3412172794342,7759455,0.865285396575928,0.13689461350441
155000.00,1.390465259552,7899265,0.859681725502014,0.123630881309509
155833.33,1.43935585021973,8039075,0.661039113998413,0.548827826976776
156666.67,1.48875463008881,8178885,0.749412655830383,0.403549075126648
157500.00,1.53682625293732,8318695,0.784448981285095,0.31220069527626
158333.33,1.58419549465179,8458505,0.803625822067261,0.244831889867783
159166.67,1.65757572650909,8668220,0.808331489562988,0.210266649723053
160000.00,1.70574951171875,8808030,0.81159919500351,0.182263642549515
160833.33,1.75369715690613,8947840,0.816836178302765,0.157944545149803
161666.67,1.80401802062988,9087650,0.821226358413696,0.147653892636299
162500.00,1.85705804824829,9227460,0.8247110247612,0.141651347279549
163333.33,1.91032147407532,9367270,0.828672647476196,0.138210460543633
164166.67,1.96484529972076,9507080,0.833141088485718,0.126106381416321
165000.00,2.05325818061829,9716795,0.836791396141052,0.126182183623314
165833.33,2.11329746246338,9856605,0.842203676700592,0.126485779881477
166666.67,2.17173957824707,9996415,0.845774412155151,0.116603747010231
167500.00,2.23179745674133,10136225,0.847222685813904,0.121159002184868
168333.33,2.29176330566406,10276035,0.848908603191376,0.12513293325901
169166.67,2.34865427017212,10415845,0.851069450378418,0.128162622451782
170000.00,2.40350794792175,10555655,0.854104399681091,0.120641589164734
170833.33,2.48568439483643,10765370,0.855831265449524,0.125132441520691
171666.67,2.53815674781799,10905180,0.856784403324127,0.127609401941299
172500.00,2.58843612670898,11044990,0.856082141399384,0.117561712861061
173333.33,2.63860845565796,11184800,0.851570308208466,0.121999740600586
174166.67,2.68843364715576,11324610,0.847275793552399,0.126247987151146
175000.00,2.73618865013123,11464420,0.838737368583679,0.129523783922195
175833.33,2.78375172615051,11604230,0.831674933433533,0.122048616409302
176666.67,2.8583242893219,11813945,0.82105553150177,0.128528833389282
177500.00,2.90734028816223,11953755,0.805704832077026,0.127805560827255
178333.33,2.95656108856201,12093565,0.797097444534302,0.113913029432297
179166.67,3.00889325141907,12233375,0.786254286766052,0.115797340869904
180000.00,3.06399178504944,12373185,0.779543042182922,0.119629114866257
180833.33,3.11859512329102,12512995,0.775859713554382,0.123028635978699
181666.67,3.17277383804321,12652805,0.777218103408813,0.118096202611923
182500.00,3.25764226913452,12862520,0.77854311466217,0.125760525465012
183333.33,3.31342434883118,13002330,0.783633947372437,0.132793933153152
184166.67,3.36856198310852,13142140,0.788646459579468,0.124628335237503
185000.00,3.42499685287476,13281950,0.793134927749634,0.127578765153885
185833.33,3.48150396347046,13421760,0.796502947807312,0.128497138619423
186666.67,3.535151720047,13561570,0.799491882324219,0.128555566072464
187500.00,3.5869140625,13701380,0.802612543106079,0.119465097784996
188333.33,3.66513705253601,13911095,0.803636133670807,0.122806295752525
189166.67,3.71516489982605,14050905,0.803189814090729,0.129855424165726
190000.00,3.76305627822876,14190715,0.802316784858704,0.124240323901176
190833.33,3.81226372718811,14330525,0.798820912837982,0.13328617811203
191666.67,3.86276865005493,14470335,0.793402493000031,0.145197242498398
192500.00,3.91230654716492,14610145,0.786500871181488,0.154583483934402
193333.33,3.96197414398193,14749955,0.785775184631348,0.147808104753494
194166.67,4.04092884063721,14959670,0.784185469150543,0.152466014027596
195000.00,4.09489345550537,15099480,0.796308934688568,0.159602239727974
195833.33,4.14826440811157,15239290,0.804351687431335,0.147943705320358
196666.67,4.20578002929688,15379100,0.811582684516907,0.146213471889496
197500.00,4.26626110076904,15518910,0.817192792892456,0.141926914453506
198333.33,4.32644176483154,15658720,0.820164442062378,0.136852502822876
199166.67,4.38636636734009,15798530,0.822342038154602,0.123938471078873
200000.00,4.47936630249023,16008245,0.820936679840088,0.123491287231445
200833.33,4.54077625274658,16148055,0.818809390068054,0.126400411128998
201666.67,4.59819221496582,16287865,0.821150422096252,0.117713779211044
202500.00,4.65646886825562,16427675,0.822120547294617,0.121904730796814
203333.33,4.71464252471924,16567485,0.824419260025024,0.124915271997452
204166.67,4.77037000656128,16707295,0.808505654335022,0.124810427427292
205000.00,4.82639265060425,0,0.79884922504425,0.117412835359573
205833.33,4.91373300552368,209715,0.785316050052643,0.122347354888916
206666.67,4.97170972824097,349525,0.769899666309357,0.130486249923706
207500.00,5.02641820907593,489335,0.766656816005707,0.123892217874527
208333.33,5.08241558074951,629145,0.760693073272705,0.130914628505707
209166.67,5.13887405395508,768955,0.757784128189087,0.135129809379578
210000.00,5.19338798522949,908765,0.746907413005829,0.138723522424698
210833.33,5.24744701385498,1048575,0.743967652320862,0.131597176194191
211666.67,5.33209657669067,1258290,0.741224527359009,0.13478048145771
212500.00,5.38859558105469,1398100,0.745940625667572,0.133911639451981
213333.33,5.44334745407104,1537910,0.756304919719696,0.122676536440849
214166.67,5.49994611740112,1677720,0.767977237701416,0.125420302152634
215000.00,5.55690240859985,1817530,0.779124319553375,0.115716926753521
215833.33,5.60995292663574,1957340,0.788509845733643,0.107894606888294
216666.67,5.65966129302979,2097150,0.796898186206818,0.0990142747759819
217500.00,5.73203706741333,2306865,0.80324000120163,0.103255748748779
218333.33,5.77678632736206,2446675,0.806566715240479,0.108003586530685
219166.67,5.81811618804932,2586485,0.805926501750946,0.0976694822311401
220000.00,5.85939502716064,2726295,0.800706088542938,0.102976515889168
220833.33,5.90143489837646,2866105,0.795200884342194,0.112207382917404
221666.67,5.94442939758301,3005915,0.790634632110596,0.124040603637695
222500.00,5.99043607711792,3145725,0.789656102657318,0.124800086021423
223333.33,6.06568288803101,3355440,0.787301599979401,0.138838887214661
224166.67,6.11575126647949,3495250,0.788733601570129,0.153327524662018
225000.00,6.16563653945923,3635060,0.793835461139679,0.146111816167831
225833.33,6.21772241592407,3774870,0.799864053726196,0.152775675058365
226666.67,6.2714958190918,3914680,0.808119058609009,0.15792578458786
227500.00,6.32424116134644,4054490,0.819046854972839,0.157826900482178
228333.33,6.37712049484253,4194300,0.829377174377441,0.14528352022171
229166.67,6.46119356155396,4404015,0.839615821838379,0.14472821354866
230000.00,6.51675271987915,4543825,0.851352035999298,0.141218900680542
230833.33,6.57105112075806,4683635,0.857448399066925,0.128324821591377
231666.67,6.62667179107666,4823445,0.861884236335754,0.128770798444748
232500.00,6.6832914352417,4963255,0.867131888866425,0.138978064060211
233333.33,6.73712396621704,5103065,0.871943950653076,0.143192708492279
234166.67,6.78827667236328,5242875,0.877387344837189,0.132648944854736
235000.00,6.86334991455078,5452590,0.88076514005661,0.133612871170044
235833.33,6.91158151626587,5592400,0.876888036727905,0.134294658899307
236666.67,6.95733642578125,5732210,0.874948918819427,0.125123530626297
237500.00,0,5872020,0.871481359004974,0.128130584955215
238333.33,0.32883358001709,6011830,0.867385625839233,0.129821434617043
239166.67,0.523111879825592,6151640,0.8628910779953,0.130966156721115
240000.00,0.661296010017395,6291450,0.861823976039886,0.123169578611851
240833.33,0.817601263523102,6501165,0.856052398681641,0.131116181612015
241666.67,0.901589334011078,6640975,0.856392443180084,0.137216404080391
242500.00,0.973994672298431,6780785,0.860283017158508,0.12881888449192
243333.33,1.0428923368454,6920595,0.86320286989212,0.131690084934235
244166.67,1.10971939563751,7060405,0.867050647735596,0.132100403308868
245000.00,1.1721408367157,7200215,0.883296132087708,0.138652890920639
245833.33,1.22969925403595,7340025,0.897739887237549,0.131503164768219
246666.67,1.31177413463593,7549740,0.911096036434174,0.134024918079376
247500.00,1.36384165287018,7689550,0.919691026210785,0.133799463510513
248333.33,1.41236233711243,7829360,0.92249196767807,0.12261489033699
249166.67,1.46144914627075,7969170,0.607698440551758,0.701809823513031
250000.00,1.51159656047821,8108980,0.774202644824982,0.50336080789566
250833.33,1.5595725774765,8248790,0.833447694778442,0.381310015916824
251666.67,1.60619461536407,8388600,0.862760245800018,0.294005542993546
252500.00,1.68007433414459,8598315,0.870079696178436,0.246012389659882
253333.33,1.7314213514328,8738125,0.867474019527435,0.203415989875793
254166.67,1.78015148639679,8877935,0.867293477058411,0.177053332328796
255000.00,1.83086085319519,9017745,0.862051010131836,0.170061990618706
255833.33,1.88354098796844,9157555,0.857902646064758,0.165468096733093
256666.67,1.93514406681061,9297365,0.855383038520813,0.162185981869698
257500.00,1.98696076869965,9437175,0.856264054775238,0.14796806871891
258333.33,2.06989741325378,9646890,0.855795443058014,0.146665453910828
259166.67,2.12630248069763,9786700,0.857256352901459,0.142715960741043
260000.00,2.18072295188904,9926510,0.859954297542572,0.128290265798569
260833.33,2.23635053634644,10066320,0.860699772834778,0.128217548131943
261666.67,2.29243159294128,10206130,0.86132025718689,0.128755524754524
262500.00,2.34622359275818,10345940,0.860683560371399,0.129235133528709
263333.33,2.39959192276001,10485750,0.860139846801758,0.119139328598976
264166.67,2.48173904418945,10695465,0.856853306293488,0.119426786899567
265000.00,2.53434729576111,10835275,0.85251921415329,0.119882643222809
265833.33,2.58481121063232,10975085,0.854124963283539,0.111446887254715
266666.67,2.6353166103363,11114895,0.859993040561676,0.117761641740799
267500.00,2.6855034828186,11254705,0.862740159034729,0.12297311425209
268333.33,2.73312568664551,11394515,0.862635374069214,0.127554893493652
269166.67,2.77983450889587,11534325,0.865093767642975,0.127336353063583
270000.00,2.85352993011475,11744040,0.865440368652344,0.137764155864716
270833.33,2.90257549285889,11883850,0.863960742950439,0.145984888076782
271666.67,2.95168995857239,12023660,0.864126920700073,0.136534005403519
272500.00,3.00340485572815,12163470,0.861451625823975,0.14068877696991
273333.33,3.05764174461365,12303280,0.857168912887573,0.142911225557327
274166.67,3.11126184463501,12443090,0.854103088378906,0.142713367938995
275000.00,3.16530084609985,12582900,0.854704856872559,0.131239235401154
275833.33,3.25125765800476,12792615,0.852457284927368,0.131310045719147
276666.67,3.30780601501465,12932425,0.847782969474792,0.128233313560486
277500.00,3.36293768882751,13072235,0.846219122409821,0.116358071565628
278333.33,3.41911721229553,13212045,0.840917527675629,0.115710973739624
279166.67,3.47605919837952,13351855,0.836305737495422,0.116979956626892
280000.00,3.53218269348145,13491665,0.831754684448242,0.118733420968056
280833.33,3.58964014053345,13631475,0.82916122674942,0.112890034914017
281666.67,3.67964673042297,13841190,0.822652816772461,0.119637504220009
282500.00,3.73798322677612,13981000,0.810721516609192,0.130156993865967
283333.33,3.79250812530518,14120810,0.807385325431824,0.127287596464157
284166.67,3.84589028358459,14260620,0.801439821720123,0.137425288558006
285000.00,3.89858341217041,14400430,0.797417104244232,0.14516843855381
285833.33,3.94840502738953,14540240,0.794407963752747,0.150663539767265
286666.67,3.9967303276062,14680050,0.79520046710968,0.143232941627502
287500.00,4.0715503692627,14889765,0.794590353965759,0.14822781085968
288333.33,4.12252998352051,15029575,0.796964168548584,0.151181653141975
289166.67,4.17266416549683,15169385,0.80758410692215,0.14633809030056
290000.00,4.22762823104858,15309195,0.818682014942169,0.152381896972656
290833.33,4.28705596923828,15449005,0.828651249408722,0.152110353112221
291666.67,4.34616565704346,15588815,0.83637410402298,0.148515343666077
292500.00,4.40433502197266,15728625,0.842289566993713,0.134826987981796
293333.33,4.48838806152344,15938340,0.846557378768921,0.13359397649765
294166.67,4.54287624359131,16078150,0.848846793174744,0.126786768436432
295000.00,4.5926685333252,16217960,0.849225997924805,0.114388823509216
295833.33,4.64238166809082,16357770,0.845360934734344,0.105598360300064
296666.67,4.69181537628174,16497580,0.838409602642059,0.101440072059631
297500.00,4.73888397216797,16637390,0.82867956161499,0.10231614112854
298333.33,4.78502655029297,16777200,0.820049822330475,0.0967085063457489
299166.67,4.8574104309082,139810,0.805400609970093,0.0992270112037659
300000.00,4.90701675415039,279620,0.780707955360413,0.11185947060585
300833.33,4.95550298690796,419430,0.768105566501617,0.112208217382431
301666.67,5.00759887695313,559240,0.749334633350372,0.129082605242729
302500.00,5.06311416625977,699050,0.736338436603546,0.140685081481934
303333.33,5.11891412734985,838860,0.729884505271912,0.147739410400391
304166.67,5.17642498016357,978670,0.729835629463196,0.1430853754282
305000.00,5.27279758453369,1188385,0.730081081390381,0.150816097855568
305833.33,5.33817291259766,1328195,0.737186193466187,0.152991071343422
306666.67,5.40312910079956,1468005,0.745051383972168,0.139752700924873
307500.00,5.46939516067505,1607815,0.749815285205841,0.140651643276215
308333.33,5.53198671340942,1747625,0.754033744335175,0.139784589409828
309166.67,5.58815431594849,1887435,0.760936260223389,0.137742221355438
310000.00,5.64012050628662,2027245,0.768338203430176,0.12615230679512
310833.33,5.71429252624512,2236960,0.775840222835541,0.124991163611412
311666.67,5.75816059112549,2376770,0.786422431468964,0.121659815311432
312500.00,5.79835510253906,2516580,0.791079759597778,0.111884251236916
313333.33,5.83889961242676,2656390,0.790391445159912,0.119565293192863
314166.67,5.88029003143311,2796200,0.789257824420929,0.128541231155396
315000.00,5.92026090621948,2936010,0.789647936820984,0.134316593408585
315833.33,5.95948886871338,3075820,0.791705071926117,0.127439111471176
316666.67,6.02175521850586,3285535,0.792909502983093,0.1323002576828
317500.00,6.06363773345947,3425345,0.79532265663147,0.137548983097076
318333.33,6.10668611526489,3565155,0.798324942588806,0.128951460123062
319166.67,6.15364027023315,3704965,0.800113379955292,0.132798731327057
320000.00,6.203857421875,3844775,0.801430463790894,0.134721964597702
320833.33,6.2544116973877,3984585,0.804461002349854,0.134632021188736
321666.67,6.30635786056519,4124395,0.809287965297699,0.125808209180832
322500.00,6.39103078842163,4334110,0.814244270324707,0.128181546926498
323333.33,6.44815254211426,4473920,0.825551152229309,0.127261847257614
324166.67,6.50502729415894,4613730,0.832624793052673,0.116227254271507
325000.00,6.56278848648071,4753540,0.838500499725342,0.115554347634315
325833.33,6.62086963653564,4893350,0.842499852180481,0.110919028520584
326666.67,6.67629480361938,5033160,0.84234082698822,0.0996886044740677
327500.00,6.7297511100769,5172970,0.842241108417511,0.0908837169408798
328333.33,6.80940628051758,5382685,0.837432682514191,0.0933799222111702
329166.67,6.85981130599976,5522495,0.818712592124939,0.100926138460636
330000.00,6.907546043396,5662305,0.813111841678619,0.100670523941517
330833.33,6.95536613464355,5802115,0.805892825126648,0.11264706403017
331666.67,0,5941925,0.800702512264252,0.123620018362999
332500.00,0.325578391551971,6081735,0.798015594482422,0.132671684026718
333333.33,0.518535673618317,6221545,0.798975050449371,0.129577711224556
334166.67,0.713133931159973,6431260,0.80051201581955,0.138888165354729
335000.00,0.809062719345093,6571070,0.810375452041626,0.146321803331375
335833.33,0.888517081737518,6710880,0.821593284606934,0.141093298792839
336666.67,0.96161562204361,6850690,0.836214303970337,0.148856654763222
337500.00,1.03124749660492,6990500,0.851014316082001,0.150766283273697
338333.33,1.09642732143402,7130310,0.863948464393616,0.149685978889465
339166.67,1.15966093540192,7270120,0.873632788658142,0.1374471783638
340000.00,1.25645673274994,7479835,0.881467282772064,0.145009309053421
340833.33,1.31993234157562,7619645,0.891855001449585,0.146810948848724
341666.67,1.37871146202087,7759455,0.896997630596161,0.134526133537292
342500.00,1.43734753131866,7899265,0.888141930103302,0.142675995826721
343333.33,1.49417316913605,8039075,0.674704730510712,0.585736930370331
344166.67,1.54679155349731,8178885,0.774501919746399,0.434995085000992
345000.00,1.59784591197968,8318695,0.820816278457642,0.329793781042099
345833.33,1.67484569549561,8528410,0.836353123188019,0.267102181911469
346666.67,1.72482132911682,8668220,0.841060161590576,0.209232687950134
347500.00,1.77305912971497,8808030,0.844048798084259,0.176052808761597
348333.33,1.82605850696564,8947840,0.840936183929443,0.165161624550819
349166.67,1.88091123104095,9087650,0.840511679649353,0.157271817326546
350000.00,1.93406820297241,9227460,0.841239273548126,0.151261925697327
350833.33,1.98685383796692,9367270,0.843756914138794,0.138200983405113
351666.67,2.07220911979675,9576985,0.843777060508728,0.137985751032829
