Time (microseconds),Ia,Ib,Ic,Controller.Ial,Controller.Ibet,Controller.Id,Controller.Iq
0.00,0.126150131225586,0.606508672237396,-0.732658803462982,0.143206834793091,0.76798552274704,0.718118190765381,0.307597517967224
933.33,-0.0845696777105331,0.750366866588593,-0.665797173976898,-0.0845696777105331,0.817622661590576,0.763955891132355,0.303324520587921
1866.67,-0.250778645277023,0.805754780769348,-0.554976105690002,-0.237276613712311,0.791175961494446,0.791176021099091,0.237276315689087
2800.00,-0.485944747924805,0.812421500682831,-0.326476752758026,-0.485944747924805,0.657543182373047,0.775511980056763,0.258963793516159
3733.33,-0.713430225849152,0.781449675559998,-0.0680194497108459,-0.700456976890564,0.502924680709839,0.80731987953186,0.302998125553131
4666.67,-0.829970240592957,0.68640410900116,0.143566131591797,-0.829970240592957,0.31340765953064,0.845803260803223,0.267699897289276
5600.00,-0.8426873087883,0.536711454391479,0.30597585439682,-0.844851016998291,0.146528869867325,0.836614847183228,0.187934800982475
6533.33,-0.799074828624725,0.333774268627167,0.465300559997559,-0.799074828624725,-0.0759367346763611,0.790639400482178,0.13839416205883
7466.67,-0.734134376049042,0.0864495858550072,0.647684812545776,-0.740671515464783,-0.306129634380341,0.786162853240967,0.155748724937439
8400.00,-0.592257380485535,-0.181366428732872,0.773623824119568,-0.592257380485535,-0.551363885402679,0.786136388778687,0.19166886806488
9333.33,-0.410142123699188,-0.425013661384583,0.835155785083771,-0.423493325710297,-0.717523515224457,0.80682098865509,0.207909852266312
10266.67,-0.255239486694336,-0.623691916465759,0.878931403160095,-0.255239486694336,-0.867540001869202,0.88884425163269,0.166430786252022
11200.00,-0.0750593543052673,-0.755646526813507,0.830705881118774,-0.0906525850296021,-0.917550802230835,0.917605876922607,0.0900935232639313
12133.33,0.215881913900375,-0.807636022567749,0.591754078865051,0.215881943702698,-0.807938277721405,0.827697396278381,0.119419410824776
13066.67,0.493391931056976,-0.792592585086823,0.299200654029846,0.476614058017731,-0.643435597419739,0.776849508285522,0.194100618362427
14000.00,0.657630205154419,-0.716593503952026,0.0589632987976074,0.657630205154419,-0.447767943143845,0.767568349838257,0.20925909280777
14933.33,0.709143698215485,-0.585347056388855,-0.12379664182663,0.708412647247314,-0.279622375965118,0.744373679161072,0.161074355244637
15866.67,0.708816289901733,-0.405220091342926,-0.303596198558807,0.708816289901733,-0.0586725883185863,0.69811749458313,0.135928109288216
16800.00,0.695843875408173,-0.189857721328735,-0.505986154079437,0.697959303855896,0.167338401079178,0.697959303855896,0.167338401079178
17733.33,0.629127383232117,0.000866205431520939,-0.629993617534637,0.629127442836761,0.364227116107941,0.710875272750854,0.151986733078957
18666.67,0.500373125076294,0.223976850509644,-0.724349975585938,0.510039448738098,0.533677697181702,0.720577716827393,0.160374015569687
19600.00,0.332142025232315,0.448578000068665,-0.780719995498657,0.332142025232315,0.709735572338104,0.762980759143829,0.178552895784378
20533.33,0.0567872785031796,0.647887289524078,-0.704674541950226,0.0803350135684013,0.777803122997284,0.749339282512665,0.223432213068008
21466.67,-0.256438970565796,0.817106902599335,-0.560667932033539,-0.256439000368118,0.795458674430847,0.772872745990753,0.318053334951401
22400.00,-0.477789759635925,0.892325878143311,-0.414536118507385,-0.464327424764633,0.760466992855072,0.836440861225128,0.307045131921768
23333.33,-0.630088686943054,0.848854899406433,-0.218766212463379,-0.630088686943054,0.616391360759735,0.845658540725708,0.248563051223755
