Time (microseconds),Ia,Ib,Ic,VAL_RPM,REV_COUNT,Ic_Unfilt,Ib_Unfilt,UN_FILT_VALS
0.00,0.00404387433081865,0.991990506649017,-0.996034383773804,-20.263671875,61109,-1.19998931884766,0.979995727539063,0.219993591308594
933.33,0.00251402542926371,0.999175310134888,-1.00168931484222,-20.263671875,61109,-1.03999328613281,0.939994812011719,0.0999984741210938
1866.67,0.0319458432495594,0.968831241130829,-1.00077712535858,-20.263671875,61109,-1.03998565673828,0.819992065429688,0.219993591308594
2800.00,0.102028332650661,0.912928700447083,-1.01495707035065,-20.263671875,61109,-1.11998748779297,0.939994812011719,0.17999267578125
3733.33,0.201081529259682,0.870166957378387,-1.07124853134155,-20.263671875,61109,-0.959991455078125,0.859992980957031,0.0999984741210938
4666.67,0.279470831155777,0.842778503894806,-1.12224936485291,-20.263671875,61109,-1.03999328613281,0.699996948242188,0.339996337890625
5600.00,0.338217347860336,0.792310416698456,-1.13052773475647,-20.263671875,61109,-1.15999603271484,0.699996948242188,0.459999084472656
6533.33,0.376086354255676,0.724436581134796,-1.10052299499512,-20.263671875,61109,-1.15998840332031,0.659996032714844,0.499992370605469
7466.67,0.412838369607925,0.668626606464386,-1.08146500587463,-20.263671875,61109,-1.31999206542969,0.6199951171875,0.699996948242188
8400.00,0.47666996717453,0.628387212753296,-1.10505723953247,-20.263671875,61109,-1.03999328613281,0.419998168945313,0.6199951171875
9333.33,0.595046103000641,0.577505767345428,-1.17255187034607,-20.263671875,61109,-1.03999328613281,0.459999084472656,0.579994201660156
10266.67,0.690757751464844,0.507484257221222,-1.19824194908142,-20.263671875,61109,-1.239990234375,0.499992370605469,0.739997863769531
11200.00,0.734377920627594,0.404704988002777,-1.13908290863037,-20.263671875,61109,-1.19998931884766,0.379997253417969,0.819992065429688
12133.33,0.738155245780945,0.341373771429062,-1.07952904701233,-20.263671875,61109,-1.07998657226563,0.219993591308594,0.859992980957031
13066.67,0.754967927932739,0.311100482940674,-1.06606841087341,-20.263671875,61109,-1.239990234375,0.339996337890625,0.899993896484375
14000.00,0.812341690063477,0.280225723981857,-1.09256744384766,-20.263671875,61109,-1.11998748779297,0.17999267578125,0.939994812011719
14933.33,0.89223450422287,0.202517181634903,-1.0947517156601,-20.263671875,61109,-1.51999664306641,0.0999984741210938,1.41999816894531
15866.67,0.965620398521423,0.109889805316925,-1.07551026344299,-20.263671875,61109,-1.27999114990234,0.0199966430664063,1.25999450683594
16800.00,1.01309430599213,0.0302355960011482,-1.04332995414734,-20.263671875,61109,-0.919990539550781,-0.100006103515625,1.01999664306641
17733.33,1.00164687633514,-0.0393064096570015,-0.962340474128723,-20.263671875,61109,-1.07998657226563,-0.100006103515625,1.17999267578125
18666.67,0.990491449832916,-0.102355092763901,-0.888136386871338,-20.263671875,61109,-0.919990539550781,-0.180007934570313,1.09999847412109
19600.00,1.04606199264526,-0.182509616017342,-0.863552391529083,-20.263671875,61109,-0.959991455078125,-0.140007019042969,1.09999847412109
20533.33,1.10698425769806,-0.25274333357811,-0.854240894317627,-20.263671875,61109,-0.759994506835938,-0.260002136230469,1.01999664306641
21466.67,1.17778944969177,-0.312150955200195,-0.865638494491577,-20.263671875,61109,-0.67999267578125,-0.420005798339844,1.09999847412109
22400.00,1.2323112487793,-0.362395375967026,-0.869915843009949,-20.263671875,61109,2.20001220703125,-3.3800048828125,1.17999267578125
23333.33,1.18770360946655,-0.482923686504364,-0.704779922962189,-20.263671875,61109,-0.639984130859375,-0.500007629394531,1.13999176025391
