Time (microseconds),Ia,Ib,Ic,VAL_RPM,REV_COUNT,Ic_Unfilt,Ib_Unfilt,UN_FILT_VALS
0.00,0.24878117442131,0.128160893917084,-0.376942068338394,-19.53125,61655,-0.1199951171875,-0.260002136230469,0.379997253417969
933.33,0.455960899591446,-0.195038288831711,-0.260922610759735,-19.53125,61655,0.280006408691406,-0.660003662109375,0.379997253417969
1866.67,0.511854410171509,-0.435513436794281,-0.0763409733772278,-19.53125,61655,0.400009155273438,-0.580001831054688,0.17999267578125
2800.00,0.428145349025726,-0.550304532051086,0.12215918302536,-19.53125,61655,0.560012817382813,-0.500007629394531,-0.0600051879882813
3733.33,0.228093296289444,-0.583175897598267,0.355082601308823,-19.53125,61655,0.600006103515625,-0.260002136230469,-0.340003967285156
4666.67,-0.0181344840675592,-0.448221981525421,0.466356456279755,-19.6533203125,61655,0.400009155273438,0.05999755859375,-0.460006713867188
5600.00,-0.228463649749756,-0.190888658165932,0.419352293014526,-19.6533203125,61655,7.62939453125E-06,0.339996337890625,-0.340003967285156
6533.33,-0.382228046655655,0.0827941372990608,0.299433916807175,-19.6533203125,61655,-0.1199951171875,0.419998168945313,-0.300003051757813
7466.67,-0.396912485361099,0.299092590808868,0.0978198945522308,-19.6533203125,61655,-0.399993896484375,0.419998168945313,-0.0200042724609375
8400.00,-0.245108634233475,0.393482267856598,-0.148373633623123,-19.6533203125,61655,-0.599990844726563,0.459999084472656,0.139991760253906
9333.33,0.00708724092692137,0.319260656833649,-0.326347887516022,-19.6533203125,61655,-0.279991149902344,-0.180007934570313,0.459999084472656
10266.67,0.264664351940155,0.0951191410422325,-0.359783500432968,-19.6533203125,61655,0.0800094604492188,-0.460006713867188,0.379997253417969
11200.00,0.432328969240189,-0.238298565149307,-0.194030404090881,-19.6533203125,61655,0.20001220703125,-0.500007629394531,0.299995422363281
12133.33,0.424094885587692,-0.49487829208374,0.070783406496048,-19.6533203125,61655,0.400009155273438,-0.460006713867188,0.05999755859375
13066.67,0.270115226507187,-0.596323013305664,0.326207786798477,-19.6533203125,61655,0.640007019042969,-0.420005798339844,-0.220001220703125
14000.00,0.0500242710113525,-0.571853518486023,0.52182924747467,-19.6533203125,61655,1.28000640869141,-0.94000244140625,-0.340003967285156
14933.33,-0.184417471289635,-0.39160829782486,0.576025784015656,-19.6533203125,61655,0.560005187988281,-0.0200042724609375,-0.540000915527344
15866.67,-0.361449003219604,-0.135291308164597,0.496740311384201,-19.6533203125,61655,0.160011291503906,0.17999267578125,-0.340003967285156
16800.00,-0.384837865829468,0.123259849846363,0.261578023433685,-19.6533203125,61655,-0.199989318847656,0.379997253417969,-0.180007934570313
17733.33,-0.352976381778717,0.321393132209778,0.0315832495689392,-19.6533203125,61655,0.160011291503906,-0.140007019042969,-0.0200042724609375
18666.67,-0.217495918273926,0.370556265115738,-0.153060346841812,-19.6533203125,61655,-0.519989013671875,0.139991760253906,0.379997253417969
19600.00,0.0430656597018242,0.254626840353012,-0.297692507505417,-19.6533203125,61655,-0.519989013671875,0.0199966430664063,0.499992370605469
20533.33,0.30724310874939,0.026238489896059,-0.33348160982132,-19.6533203125,61655,0.720008850097656,-0.340003967285156,-0.3800048828125
21466.67,0.422142535448074,-0.232556894421577,-0.189585641026497,-19.6533203125,61655,0.040008544921875,-0.260002136230469,0.219993591308594
22400.00,0.377214372158051,-0.416524231433868,0.0393098592758179,-19.6533203125,61655,0.200004577636719,-0.220001220703125,0.0199966430664063
23333.33,0.199636548757553,-0.481018662452698,0.281382113695145,-19.6533203125,61655,0.480010986328125,-0.300003051757813,-0.180007934570313
24266.67,-0.0182165186852217,-0.44158199429512,0.459798514842987,-19.6533203125,61655,0.120010375976563,-0.0200042724609375,-0.100006103515625
25200.00,-0.236535117030144,-0.295976340770721,0.532511472702026,-19.6533203125,61655,0.400009155273438,0.139991760253906,-0.540000915527344
26133.33,-0.438115119934082,-0.0578003637492657,0.495915472507477,-19.6533203125,61655,7.62939453125E-06,0.379997253417969,-0.3800048828125
27066.67,-0.494190603494644,0.188578113913536,0.305612504482269,-19.6533203125,61655,-0.159988403320313,0.219993591308594,-0.0600051879882813
28000.00,-0.380242377519608,0.33802193403244,0.0422204434871674,-19.6533203125,61655,-0.599990844726563,0.259994506835938,0.339996337890625
28933.33,-0.132671535015106,0.354324489831924,-0.221652954816818,-19.6533203125,61655,-0.399993896484375,0.0199966430664063,0.379997253417969
29866.67,0.145975574851036,0.219746321439743,-0.365721881389618,-19.6533203125,61655,-0.1199951171875,-0.340003967285156,0.459999084472656
