Time (microseconds),Ia,Ib,Ic,Controller.Ial,Controller.Ibet,Controller.Id,Controller.Iq
0.00,0.387942761182785,-1.62238168716431,1.2344388961792,0.386819332838058,-1.6488676071167,-1.34097146987915,1.03445434570313
933.33,0.389287859201431,-1.62219858169556,1.23291075229645,0.389638543128967,-1.64840650558472,-1.34286653995514,1.03231692314148
1866.67,0.383542060852051,-1.62651872634888,1.24297666549683,0.384024143218994,-1.65430426597595,-1.34223616123199,1.04043507575989
2800.00,0.397975862026215,-1.63863432407379,1.24065852165222,0.395485132932663,-1.66119837760925,-1.35547637939453,1.03854560852051
3733.33,0.430293351411819,-1.68003368377686,1.24974036216736,0.427293062210083,-1.68850994110107,-1.39738595485687,1.03964352607727
4666.67,0.437753587961197,-1.67653346061707,1.23877990245819,0.438025891780853,-1.68457126617432,-1.40322244167328,1.02981305122375
5600.00,0.409709483385086,-1.6320469379425,1.22233748435974,0.415127128362656,-1.65375399589539,-1.36600852012634,1.02037167549133
6533.33,0.358013957738876,-1.59453129768372,1.23651731014252,0.361724227666855,-1.63385999202728,-1.31203556060791,1.03865969181061
7466.67,0.344340771436691,-1.59238398075104,1.24804317951202,0.343837141990662,-1.63999783992767,-1.3020396232605,1.05471241474152
8400.00,0.35947185754776,-1.58418726921082,1.2247154712677,0.357843577861786,-1.62398278713226,-1.30279040336609,1.03345024585724
9333.33,0.376892745494843,-1.57392275333405,1.19703006744385,0.375157713890076,-1.60097575187683,-1.30169177055359,1.00467753410339
10266.67,0.381945163011551,-1.58413743972778,1.20219230651855,0.381987780332565,-1.60731410980225,-1.31099009513855,1.00528061389923
11200.00,0.380503237247467,-1.59868717193604,1.21818399429321,0.380854368209839,-1.62439131736755,-1.32089269161224,1.01923930644989
12133.33,0.379522800445557,-1.60053586959839,1.22101306915283,0.379606902599335,-1.62936520576477,-1.32306551933289,1.02388405799866
13066.67,0.376400977373123,-1.6021773815155,1.2257764339447,0.376298427581787,-1.63366794586182,-1.32321643829346,1.02930951118469
14000.00,0.379642069339752,-1.58616423606873,1.20652222633362,0.38015004992485,-1.61346995830536,-1.3134514093399,1.01121461391449
14933.33,0.318949967622757,-1.59019434452057,1.27124440670013,0.332000494003296,-1.6399838924408,-1.29285168647766,1.06217455863953
15866.67,0.275014907121658,-1.61114108562469,1.33612620830536,0.274049371480942,-1.70187175273895,-1.2869838476181,1.14675450325012
16800.00,0.346836090087891,-1.59480035305023,1.24796426296234,0.333043664693832,-1.65285611152649,-1.30178737640381,1.07149815559387
17733.33,0.435546606779099,-1.56949770450592,1.1339510679245,0.431686401367188,-1.56454217433929,-1.3225269317627,0.94073486328125
18666.67,0.441227197647095,-1.56181597709656,1.12058877944946,0.445088148117065,-1.54721486568451,-1.32198023796082,0.918836712837219
19600.00,0.392969250679016,-1.56790328025818,1.17493402957916,0.397211045026779,-1.58028769493103,-1.30573260784149,0.974710941314697
20533.33,0.354723572731018,-1.57118105888367,1.21645748615265,0.356914818286896,-1.60902667045593,-1.2926276922226,1.02243828773499
21466.67,0.369286000728607,-1.55791234970093,1.18862628936768,0.367103546857834,-1.58810591697693,-1.28732073307037,0.999781966209412
22400.00,0.394333779811859,-1.55172252655029,1.15738868713379,0.393165588378906,-1.56508004665375,-1.29299426078796,0.965471804141998
23333.33,0.384549707174301,-1.55912446975708,1.17457473278046,0.385140180587769,-1.57649266719818,-1.29397583007813,0.979388892650604
