Time (microseconds),Ia,Ib,Ic,Controller.Ial,Controller.Ibet,Controller.Id,Controller.Iq
0.00,-0.1496711820364,0.0822319537401199,0.0674392282962799,-0.144318342208862,0.0102954041212797,0.128429472446442,0.0666269585490227
933.33,-0.148767173290253,0.0726213306188583,0.0761458426713943,-0.150569707155228,-0.00403821980580688,0.150419652462006,-0.00778780551627278
1866.67,-0.113550610840321,0.075775258243084,0.0377753525972366,-0.118761025369167,0.0206746235489845,0.08392633497715,-0.0865311622619629
2800.00,-0.100304216146469,0.0483323521912098,0.0519718639552593,-0.100347563624382,0.00055958580924198,0.0304762572050095,-0.0956074297428131
3733.33,-0.0929743424057961,0.0198743939399719,0.0730999484658241,-0.0941925048828125,-0.0282401349395514,0.00547090359032154,-0.0981813073158264
4666.67,-0.08489690721035,0.0134917516261339,0.0714051574468613,-0.0850651562213898,-0.0333188772201538,-0.0430445298552513,-0.0805797725915909
5600.00,-0.0695348754525185,0.00293130613863468,0.0666035711765289,-0.0766987204551697,-0.0380929186940193,-0.069794625043869,-0.049621544778347
6533.33,-0.0394924096763134,-0.00358167616650462,0.0430740863084793,-0.040898934006691,-0.0287696607410908,-0.0495014786720276,-0.00706610456109047
7466.67,0.0119627229869366,0.0312274843454361,-0.0431902073323727,0.00511988904327154,0.0324993841350079,0.0303850490599871,0.0126153035089374
8400.00,0.0177529416978359,0.0543518625199795,-0.0721048042178154,0.0191315375268459,0.0737238153815269,0.0719942003488541,-0.0248564351350069
9333.33,-0.00348183722235262,0.0482725314795971,-0.04479069262743,-0.000673869042657316,0.0565163195133209,0.0461181811988354,-0.0326739139854908
10266.67,-0.00790390186011791,0.0616002306342125,-0.0536963269114494,-0.00852109026163816,0.0615378245711327,0.0271197352558374,-0.0558918043971062
11200.00,-0.00929354969412088,0.107214786112309,-0.0979212373495102,-0.00741304457187653,0.114752635359764,-0.0195801109075546,-0.113311171531677
12133.33,-0.0308956652879715,0.101644083857536,-0.0707484185695648,-0.028840433806181,0.103080376982689,-0.0596515908837318,-0.0888741165399551
13066.67,-0.0553957931697369,0.0555727519094944,-0.000176958739757538,-0.0526881963014603,0.0446887724101543,-0.0358959697186947,-0.0590296238660812
14000.00,-0.0803531259298325,-0.0162237510085106,0.096576876938343,-0.0785592794418335,-0.0596972480416298,0.017524991184473,-0.0970971062779427
14933.33,-0.0934509783983231,-0.0362966619431973,0.129747644066811,-0.0934314578771591,-0.0976856872439384,-0.0286226533353329,-0.132106900215149
15866.67,-0.0860126093029976,-0.0179928783327341,0.104005485773087,-0.0865015834569931,-0.0720730051398277,-0.0918880477547646,-0.0650628209114075
16800.00,-0.074106402695179,-0.0233024060726166,0.0974088087677956,-0.0759387165307999,-0.067793607711792,-0.101282581686974,-0.0102104060351849
17733.33,-0.0674758180975914,-0.0215680133551359,0.0890438333153725,-0.0675241574645042,-0.0658785402774811,-0.0835188031196594,0.0438609272241592
18666.67,-0.0621669366955757,0.0656961277127266,-0.00352919101715088,-0.0629945248365402,0.0241674184799194,0.0382049977779388,0.0556115359067917
19600.00,-0.0542732924222946,0.100007072091103,-0.045733779668808,-0.0548213832080364,0.0847772061824799,0.0967431366443634,-0.0288609974086285
20533.33,-0.0498675592243671,0.0882821977138519,-0.0384146384894848,-0.050289623439312,0.0778046548366547,0.0618409998714924,-0.0689789429306984
21466.67,-0.0472147837281227,0.0424801111221313,0.00473467260599136,-0.0475012362003326,0.0250917058438063,0.0309319123625755,-0.0439212247729301
22400.00,-0.0461822710931301,0.0132144959643483,0.0329677760601044,-0.0459389500319958,-0.00725385872647166,0.0301875732839108,-0.0353788621723652
23333.33,-0.0818742290139198,0.0209227465093136,0.0609514825046062,-0.0783096179366112,-0.0238117836415768,0.0175938177853823,-0.0799350589513779
24266.67,-0.109567888081074,0.0508283227682114,0.0587395653128624,-0.10901914536953,-0.00737389689311385,-0.0581136867403984,-0.0925314053893089
25200.00,-0.0434649512171745,0.044220183044672,-0.000755231827497482,-0.0485054366290569,0.0252218842506409,-0.0539244115352631,0.00899836607277393
26133.33,-0.0214243624359369,0.0131364921107888,0.00828787032514811,-0.0172631833702326,0.00884054414927959,-0.0147222392261028,0.0126261375844479
27066.67,-0.0956154391169548,0.011659131385386,0.0839563086628914,-0.0905544385313988,-0.0396971106529236,-0.0889947116374969,0.0430761501193047
28000.00,-0.111251600086689,0.0244025494903326,0.0868490487337112,-0.116055846214294,-0.0429772958159447,-0.0606025643646717,0.107902586460114
28933.33,-0.0603002347052097,0.0637246295809746,-0.00342439487576485,-0.0640256255865097,0.0339718461036682,0.0593350976705551,0.0416235849261284
29866.67,-0.00857700686901808,0.0687499940395355,-0.0601729862391949,-0.0145762823522091,0.0751033872365952,0.0516690760850906,-0.0564194433391094
30800.00,0.0152859101071954,0.0317589193582535,-0.0470448285341263,0.013323912397027,0.0490451976656914,-0.0171306189149618,-0.0478477403521538
31733.33,0.0246541313827038,-0.0309371389448643,0.00628300756216049,0.0264173801988363,-0.0132246557623148,-0.0135986562818289,0.026226419955492
32666.67,-0.00775963114574552,-0.0145069444552064,0.0222665760666132,-0.00507861748337746,-0.0246191099286079,0.0249830950051546,0.00277759553864598
33600.00,-0.0382247753441334,0.0470141693949699,-0.00878939405083656,-0.0348702967166901,0.0258702337741852,-0.0332953706383705,-0.0278671756386757
34533.33,-0.0869035571813583,0.0793297439813614,0.00757381319999695,-0.0832561999559402,0.0423251949250698,-0.0907949358224869,-0.0218857154250145
35466.67,-0.117768049240112,0.0615341998636723,0.05623384937644,-0.115407072007656,0.0127422567456961,-0.11597815901041,-0.00546801090240479
36400.00,-0.120378002524376,0.00406229589134455,0.116315707564354,-0.121159449219704,-0.061505388468504,-0.135874271392822,0.00020352378487587
37333.33,-0.0986897200345993,-0.0205592438578606,0.11924896389246,-0.103759281337261,-0.0827379673719406,-0.124758280813694,0.0452383272349834
38266.67,-0.0549703128635883,-0.0098783690482378,0.0648486837744713,-0.0576558820903301,-0.0466142371296883,-0.0419461354613304,0.0611343681812286
